INSERT INTO locationTypeSales VALUES('FDA15', 'OUT049', 'Tier 1', 3735.138);
INSERT INTO locationTypeSales VALUES('FDA23', 'OUT013', 'Tier 3', 1720.4272);
INSERT INTO locationTypeSales VALUES('FDJ60', 'OUT017', 'Tier 2', 2807.0128);
INSERT INTO locationTypeSales VALUES('FDN13', 'OUT049', 'Tier 1', 1508.037);
INSERT INTO locationTypeSales VALUES('DRF49', 'OUT035', 'Tier 2', 1366.2216);
INSERT INTO locationTypeSales VALUES('FDK20', 'OUT018', 'Tier 3', 1470.0864);
INSERT INTO locationTypeSales VALUES('FDB27', 'OUT027', 'Tier 3', 5912.304);
INSERT INTO locationTypeSales VALUES('NCS18', 'OUT046', 'Tier 1', 1393.5194);
INSERT INTO locationTypeSales VALUES('FDZ49', 'OUT027', 'Tier 3', 5289.1152);
INSERT INTO locationTypeSales VALUES('FDN32', 'OUT035', 'Tier 2', 2213.1192);
INSERT INTO locationTypeSales VALUES('FDO37', 'OUT049', 'Tier 1', 6930.978);
INSERT INTO locationTypeSales VALUES('NCD31', 'OUT018', 'Tier 3', 3453.5046);
INSERT INTO locationTypeSales VALUES('NCV30', 'OUT027', 'Tier 3', 2150.534);
INSERT INTO locationTypeSales VALUES('FDY49', 'OUT049', 'Tier 1', 1155.8288);
INSERT INTO locationTypeSales VALUES('FDM10', 'OUT027', 'Tier 3', 3205.827);
INSERT INTO locationTypeSales VALUES('FDT11', 'OUT046', 'Tier 1', 3942.8676);
INSERT INTO locationTypeSales VALUES('FDD39', 'OUT013', 'Tier 3', 3894.93);
INSERT INTO locationTypeSales VALUES('NCL31', 'OUT035', 'Tier 2', 2290.352);
INSERT INTO locationTypeSales VALUES('FDZ47', 'OUT035', 'Tier 2', 892.8378);
INSERT INTO locationTypeSales VALUES('NCU18', 'OUT019', 'Tier 1', 564.5984);
INSERT INTO locationTypeSales VALUES('FDJ58', 'OUT027', 'Tier 3', 1545.9876);
INSERT INTO locationTypeSales VALUES('FDX12', 'OUT010', 'Tier 3', 482.0392);
INSERT INTO locationTypeSales VALUES('FDV60', 'OUT018', 'Tier 3', 2356.932);
INSERT INTO locationTypeSales VALUES('NCB19', 'OUT027', 'Tier 3', 2061.3168);
INSERT INTO locationTypeSales VALUES('FDH45', 'OUT019', 'Tier 1', 123.8388);
INSERT INTO locationTypeSales VALUES('FDB03', 'OUT013', 'Tier 3', 4566.7222);
INSERT INTO locationTypeSales VALUES('FDI27', 'OUT017', 'Tier 2', 498.0184);
INSERT INTO locationTypeSales VALUES('FDN22', 'OUT017', 'Tier 2', 3020.0688);
INSERT INTO locationTypeSales VALUES('FDQ37', 'OUT035', 'Tier 2', 4649.9472);
INSERT INTO locationTypeSales VALUES('FDM02', 'OUT035', 'Tier 2', 610.5386);
INSERT INTO locationTypeSales VALUES('FDW38', 'OUT046', 'Tier 1', 862.8768);
INSERT INTO locationTypeSales VALUES('FDP34', 'OUT019', 'Tier 1', 312.926);
INSERT INTO locationTypeSales VALUES('FDY55', 'OUT046', 'Tier 1', 4625.9784);
INSERT INTO locationTypeSales VALUES('FDL34', 'OUT013', 'Tier 3', 3387.5904);
INSERT INTO locationTypeSales VALUES('FDA09', 'OUT018', 'Tier 3', 5932.278);
INSERT INTO locationTypeSales VALUES('FDM51', 'OUT017', 'Tier 2', 1018.674);
INSERT INTO locationTypeSales VALUES('FDI34', 'OUT018', 'Tier 3', 3225.1352);
INSERT INTO locationTypeSales VALUES('NCD31', 'OUT017', 'Tier 2', 3124.5994);
INSERT INTO locationTypeSales VALUES('FDW33', 'OUT035', 'Tier 2', 1704.448);
INSERT INTO locationTypeSales VALUES('NCP05', 'OUT035', 'Tier 2', 2884.2456);
INSERT INTO locationTypeSales VALUES('FDL56', 'OUT013', 'Tier 3', 1133.8574);
INSERT INTO locationTypeSales VALUES('FDN01', 'OUT027', 'Tier 3', 6881.043);
INSERT INTO locationTypeSales VALUES('FDA25', 'OUT045', 'Tier 2', 1238.388);
INSERT INTO locationTypeSales VALUES('FDF08', 'OUT010', 'Tier 3', 175.7712);
INSERT INTO locationTypeSales VALUES('FDH08', 'OUT035', 'Tier 2', 459.402);
INSERT INTO locationTypeSales VALUES('DRH03', 'OUT049', 'Tier 1', 932.12);
INSERT INTO locationTypeSales VALUES('FDQ31', 'OUT018', 'Tier 3', 1406.1696);
INSERT INTO locationTypeSales VALUES('FDO10', 'OUT017', 'Tier 2', 916.1408);
INSERT INTO locationTypeSales VALUES('FDT39', 'OUT049', 'Tier 1', 1964.7758);
INSERT INTO locationTypeSales VALUES('FDM22', 'OUT027', 'Tier 3', 1597.92);
INSERT INTO locationTypeSales VALUES('FDR21', 'OUT010', 'Tier 3', 882.185);
INSERT INTO locationTypeSales VALUES('FDQ01', 'OUT017', 'Tier 2', 3570.0196);
INSERT INTO locationTypeSales VALUES('FDZ03', 'OUT049', 'Tier 1', 4474.176);
INSERT INTO locationTypeSales VALUES('NCK05', 'OUT018', 'Tier 3', 980.0576);
INSERT INTO locationTypeSales VALUES('FDW55', 'OUT013', 'Tier 3', 4731.1748);
INSERT INTO locationTypeSales VALUES('FDF47', 'OUT049', 'Tier 1', 3589.9936);
INSERT INTO locationTypeSales VALUES('DRO59', 'OUT019', 'Tier 1', 75.9012);
INSERT INTO locationTypeSales VALUES('NCM55', 'OUT046', 'Tier 1', 3516.7556);
INSERT INTO locationTypeSales VALUES('FDY31', 'OUT017', 'Tier 2', 1765.7016);
INSERT INTO locationTypeSales VALUES('FDJ57', 'OUT019', 'Tier 1', 185.7582);
INSERT INTO locationTypeSales VALUES('FDV51', 'OUT018', 'Tier 3', 1492.0578);
INSERT INTO locationTypeSales VALUES('DRG36', 'OUT046', 'Tier 1', 2395.5484);
INSERT INTO locationTypeSales VALUES('DRF13', 'OUT013', 'Tier 3', 3338.3212);
INSERT INTO locationTypeSales VALUES('NCJ54', 'OUT045', 'Tier 2', 6041.4692);
INSERT INTO locationTypeSales VALUES('NCP42', 'OUT049', 'Tier 1', 4262.4516);
INSERT INTO locationTypeSales VALUES('NCF30', 'OUT035', 'Tier 2', 1258.362);
INSERT INTO locationTypeSales VALUES('FDY44', 'OUT027', 'Tier 3', 5892.33);
INSERT INTO locationTypeSales VALUES('FDX09', 'OUT049', 'Tier 1', 3175.866);
INSERT INTO locationTypeSales VALUES('NCU30', 'OUT017', 'Tier 2', 2773.057);
INSERT INTO locationTypeSales VALUES('FDU49', 'OUT049', 'Tier 1', 1211.756);
INSERT INTO locationTypeSales VALUES('FDC48', 'OUT017', 'Tier 2', 1238.388);
INSERT INTO locationTypeSales VALUES('FDJ21', 'OUT013', 'Tier 3', 5540.7876);
INSERT INTO locationTypeSales VALUES('NCX41', 'OUT049', 'Tier 1', 2540.6928);
INSERT INTO locationTypeSales VALUES('FDT36', 'OUT046', 'Tier 1', 458.7362);
INSERT INTO locationTypeSales VALUES('FDK28', 'OUT027', 'Tier 3', 3349.6398);
INSERT INTO locationTypeSales VALUES('DRI49', 'OUT035', 'Tier 2', 1624.552);
INSERT INTO locationTypeSales VALUES('NCM54', 'OUT019', 'Tier 1', 254.3356);
INSERT INTO locationTypeSales VALUES('FDD48', 'OUT018', 'Tier 3', 1259.6936);
INSERT INTO locationTypeSales VALUES('NCF30', 'OUT010', 'Tier 3', 251.6724);
INSERT INTO locationTypeSales VALUES('FDX03', 'OUT049', 'Tier 1', 996.0368);
INSERT INTO locationTypeSales VALUES('FDZ33', 'OUT013', 'Tier 3', 2217.114);
INSERT INTO locationTypeSales VALUES('FDB39', 'OUT019', 'Tier 1', 111.8544);
INSERT INTO locationTypeSales VALUES('DRM11', 'OUT018', 'Tier 3', 4165.2448);
INSERT INTO locationTypeSales VALUES('DRE48', 'OUT017', 'Tier 2', 1576.6144);
INSERT INTO locationTypeSales VALUES('NCL31', 'OUT045', 'Tier 2', 2433.499);
INSERT INTO locationTypeSales VALUES('FDB11', 'OUT017', 'Tier 2', 4725.8484);
INSERT INTO locationTypeSales VALUES('FDX14', 'OUT049', 'Tier 1', 601.8832);
INSERT INTO locationTypeSales VALUES('NCM29', 'OUT027', 'Tier 3', 3410.2276);
INSERT INTO locationTypeSales VALUES('FDH47', 'OUT045', 'Tier 2', 583.2408);
INSERT INTO locationTypeSales VALUES('FDG09', 'OUT013', 'Tier 3', 1689.8004);
INSERT INTO locationTypeSales VALUES('FDP25', 'OUT049', 'Tier 1', 4804.4128);
INSERT INTO locationTypeSales VALUES('FDY27', 'OUT027', 'Tier 3', 1605.9096);
INSERT INTO locationTypeSales VALUES('DRM59', 'OUT017', 'Tier 2', 3537.3954);
INSERT INTO locationTypeSales VALUES('DRI03', 'OUT018', 'Tier 3', 1416.8224);
INSERT INTO locationTypeSales VALUES('FDY03', 'OUT019', 'Tier 1', 675.1212);
INSERT INTO locationTypeSales VALUES('NCV17', 'OUT049', 'Tier 1', 3016.7398);
INSERT INTO locationTypeSales VALUES('NCJ17', 'OUT013', 'Tier 3', 1278.336);
INSERT INTO locationTypeSales VALUES('NCP54', 'OUT017', 'Tier 2', 2093.941);
INSERT INTO locationTypeSales VALUES('FDZ15', 'OUT049', 'Tier 1', 3098.6332);
INSERT INTO locationTypeSales VALUES('NCR05', 'OUT018', 'Tier 3', 2182.4924);
INSERT INTO locationTypeSales VALUES('FDX03', 'OUT019', 'Tier 1', 135.8232);
INSERT INTO locationTypeSales VALUES('FDQ12', 'OUT045', 'Tier 2', 2526.711);
INSERT INTO locationTypeSales VALUES('FDC21', 'OUT013', 'Tier 3', 1627.881);
INSERT INTO locationTypeSales VALUES('FDQ40', 'OUT018', 'Tier 3', 1581.9408);
INSERT INTO locationTypeSales VALUES('FDI07', 'OUT027', 'Tier 3', 3163.8816);
INSERT INTO locationTypeSales VALUES('FDQ25', 'OUT049', 'Tier 1', 2241.7486);
INSERT INTO locationTypeSales VALUES('NCK18', 'OUT035', 'Tier 2', 4293.0784);
INSERT INTO locationTypeSales VALUES('DRI25', 'OUT010', 'Tier 3', 165.7842);
INSERT INTO locationTypeSales VALUES('DRA24', 'OUT049', 'Tier 1', 982.7208);
INSERT INTO locationTypeSales VALUES('FDA32', 'OUT045', 'Tier 2', 3020.0688);
INSERT INTO locationTypeSales VALUES('FDE59', 'OUT018', 'Tier 3', 251.6724);
INSERT INTO locationTypeSales VALUES('FDY59', 'OUT046', 'Tier 1', 647.8234);
INSERT INTO locationTypeSales VALUES('FDQ20', 'OUT045', 'Tier 2', 284.2966);
INSERT INTO locationTypeSales VALUES('FDB21', 'OUT018', 'Tier 3', 6042.135);
INSERT INTO locationTypeSales VALUES('FDB41', 'OUT019', 'Tier 1', 47.2718);
INSERT INTO locationTypeSales VALUES('DRG11', 'OUT013', 'Tier 3', 3235.788);
INSERT INTO locationTypeSales VALUES('FDV10', 'OUT019', 'Tier 1', 42.6112);
INSERT INTO locationTypeSales VALUES('FDI41', 'OUT013', 'Tier 3', 1765.7016);
INSERT INTO locationTypeSales VALUES('FDN10', 'OUT017', 'Tier 2', 1540.6612);
INSERT INTO locationTypeSales VALUES('NCM17', 'OUT018', 'Tier 3', 1070.6064);
INSERT INTO locationTypeSales VALUES('DRG37', 'OUT019', 'Tier 1', 311.5944);
INSERT INTO locationTypeSales VALUES('FDA21', 'OUT045', 'Tier 2', 2591.2936);
INSERT INTO locationTypeSales VALUES('FDM27', 'OUT013', 'Tier 3', 3313.6866);
INSERT INTO locationTypeSales VALUES('FDA32', 'OUT049', 'Tier 1', 2588.6304);
INSERT INTO locationTypeSales VALUES('NCZ53', 'OUT049', 'Tier 1', 3956.8494);
INSERT INTO locationTypeSales VALUES('FDW40', 'OUT035', 'Tier 2', 3277.0676);
INSERT INTO locationTypeSales VALUES('FDS52', 'OUT035', 'Tier 2', 1315.6208);
INSERT INTO locationTypeSales VALUES('FDM58', 'OUT010', 'Tier 3', 223.7088);
INSERT INTO locationTypeSales VALUES('NCE54', 'OUT019', 'Tier 1', 150.4708);
INSERT INTO locationTypeSales VALUES('FDS11', 'OUT035', 'Tier 2', 5816.4288);
INSERT INTO locationTypeSales VALUES('FDL20', 'OUT049', 'Tier 1', 1556.6404);
INSERT INTO locationTypeSales VALUES('FDX13', 'OUT027', 'Tier 3', 8217.3036);
INSERT INTO locationTypeSales VALUES('FDR21', 'OUT013', 'Tier 3', 1587.933);
INSERT INTO locationTypeSales VALUES('FDV28', 'OUT018', 'Tier 3', 203.7348);
INSERT INTO locationTypeSales VALUES('FDZ51', 'OUT017', 'Tier 2', 952.094);
INSERT INTO locationTypeSales VALUES('FDD46', 'OUT045', 'Tier 2', 1537.998);
INSERT INTO locationTypeSales VALUES('FDE23', 'OUT018', 'Tier 3', 699.09);
INSERT INTO locationTypeSales VALUES('NCF55', 'OUT045', 'Tier 2', 247.0118);
INSERT INTO locationTypeSales VALUES('FDU12', 'OUT013', 'Tier 3', 1845.5976);
INSERT INTO locationTypeSales VALUES('FDZ22', 'OUT049', 'Tier 1', 2080.625);
INSERT INTO locationTypeSales VALUES('FDI44', 'OUT013', 'Tier 3', 1158.492);
INSERT INTO locationTypeSales VALUES('FDH50', 'OUT017', 'Tier 2', 4610.665);
INSERT INTO locationTypeSales VALUES('FDE57', 'OUT049', 'Tier 1', 3261.7542);
INSERT INTO locationTypeSales VALUES('DRJ51', 'OUT013', 'Tier 3', 1151.834);
INSERT INTO locationTypeSales VALUES('FDX52', 'OUT045', 'Tier 2', 3861.64);
INSERT INTO locationTypeSales VALUES('DRN47', 'OUT017', 'Tier 2', 4314.384);
INSERT INTO locationTypeSales VALUES('FDT21', 'OUT049', 'Tier 1', 2988.1104);
INSERT INTO locationTypeSales VALUES('FDY21', 'OUT045', 'Tier 2', 4713.864);
INSERT INTO locationTypeSales VALUES('FDG21', 'OUT019', 'Tier 1', 149.805);
INSERT INTO locationTypeSales VALUES('FDS58', 'OUT035', 'Tier 2', 4011.445);
INSERT INTO locationTypeSales VALUES('FDA26', 'OUT018', 'Tier 3', 4600.0122);
INSERT INTO locationTypeSales VALUES('FDY16', 'OUT027', 'Tier 3', 6454.931);
INSERT INTO locationTypeSales VALUES('FDF20', 'OUT046', 'Tier 1', 2759.0752);
INSERT INTO locationTypeSales VALUES('FDI15', 'OUT013', 'Tier 3', 5564.7564);
INSERT INTO locationTypeSales VALUES('FDC47', 'OUT010', 'Tier 3', 913.4776);
INSERT INTO locationTypeSales VALUES('FDL08', 'OUT035', 'Tier 2', 2450.144);
INSERT INTO locationTypeSales VALUES('FDF08', 'OUT013', 'Tier 3', 1406.1696);
INSERT INTO locationTypeSales VALUES('FDN03', 'OUT035', 'Tier 2', 4005.4528);
INSERT INTO locationTypeSales VALUES('FDG34', 'OUT017', 'Tier 2', 325.5762);
INSERT INTO locationTypeSales VALUES('FDA56', 'OUT045', 'Tier 2', 1340.2554);
INSERT INTO locationTypeSales VALUES('NCI17', 'OUT027', 'Tier 3', 2510.066);
INSERT INTO locationTypeSales VALUES('NCO17', 'OUT049', 'Tier 1', 1797.66);
INSERT INTO locationTypeSales VALUES('FDK55', 'OUT017', 'Tier 2', 802.9548);
INSERT INTO locationTypeSales VALUES('FDD10', 'OUT017', 'Tier 2', 1962.7784);
INSERT INTO locationTypeSales VALUES('NCH18', 'OUT013', 'Tier 3', 3193.8426);
INSERT INTO locationTypeSales VALUES('NCA53', 'OUT045', 'Tier 2', 777.6544);
INSERT INTO locationTypeSales VALUES('DRJ24', 'OUT010', 'Tier 3', 370.1848);
INSERT INTO locationTypeSales VALUES('DRN35', 'OUT013', 'Tier 3', 826.9236);
INSERT INTO locationTypeSales VALUES('FDC47', 'OUT018', 'Tier 3', 5024.1268);
INSERT INTO locationTypeSales VALUES('FDN48', 'OUT018', 'Tier 3', 1102.5648);
INSERT INTO locationTypeSales VALUES('FDR27', 'OUT027', 'Tier 3', 3047.3666);
INSERT INTO locationTypeSales VALUES('FDS33', 'OUT019', 'Tier 1', 354.2056);
INSERT INTO locationTypeSales VALUES('DRL11', 'OUT035', 'Tier 2', 2209.1244);
INSERT INTO locationTypeSales VALUES('FDQ21', 'OUT017', 'Tier 2', 1938.8096);
INSERT INTO locationTypeSales VALUES('FDY37', 'OUT046', 'Tier 1', 3149.234);
INSERT INTO locationTypeSales VALUES('FDS35', 'OUT013', 'Tier 3', 2002.0606);
INSERT INTO locationTypeSales VALUES('DRD60', 'OUT046', 'Tier 1', 5634.6654);
INSERT INTO locationTypeSales VALUES('DRP47', 'OUT046', 'Tier 1', 6308.455);
INSERT INTO locationTypeSales VALUES('NCY41', 'OUT027', 'Tier 3', 970.7364);
INSERT INTO locationTypeSales VALUES('FDR59', 'OUT049', 'Tier 1', 2616.594);
INSERT INTO locationTypeSales VALUES('FDM36', 'OUT019', 'Tier 1', 344.8844);
INSERT INTO locationTypeSales VALUES('NCI42', 'OUT027', 'Tier 3', 3751.1172);
INSERT INTO locationTypeSales VALUES('FDA31', 'OUT017', 'Tier 2', 1211.756);
INSERT INTO locationTypeSales VALUES('FDY33', 'OUT035', 'Tier 2', 2864.2716);
INSERT INTO locationTypeSales VALUES('FDV40', 'OUT045', 'Tier 2', 886.8456);
INSERT INTO locationTypeSales VALUES('NCW17', 'OUT018', 'Tier 3', 2441.4886);
INSERT INTO locationTypeSales VALUES('FDN38', 'OUT013', 'Tier 3', 3504.7712);
INSERT INTO locationTypeSales VALUES('FDQ11', 'OUT019', 'Tier 1', 256.9988);
INSERT INTO locationTypeSales VALUES('FDG34', 'OUT045', 'Tier 2', 325.5762);
INSERT INTO locationTypeSales VALUES('NCN14', 'OUT049', 'Tier 1', 4777.7808);
INSERT INTO locationTypeSales VALUES('FDY46', 'OUT027', 'Tier 3', 5238.5144);
INSERT INTO locationTypeSales VALUES('FDS11', 'OUT017', 'Tier 2', 4026.7584);
INSERT INTO locationTypeSales VALUES('NCA53', 'OUT019', 'Tier 1', 145.8102);
INSERT INTO locationTypeSales VALUES('NCN30', 'OUT010', 'Tier 3', 386.164);
INSERT INTO locationTypeSales VALUES('FDW32', 'OUT046', 'Tier 1', 1116.5466);
INSERT INTO locationTypeSales VALUES('NCR42', 'OUT010', 'Tier 3', 33.29);
INSERT INTO locationTypeSales VALUES('FDU33', 'OUT035', 'Tier 2', 1470.0864);
INSERT INTO locationTypeSales VALUES('FDN15', 'OUT019', 'Tier 1', 139.818);
INSERT INTO locationTypeSales VALUES('FDD51', 'OUT019', 'Tier 1', 90.5488);
INSERT INTO locationTypeSales VALUES('FDF14', 'OUT045', 'Tier 2', 2450.144);
INSERT INTO locationTypeSales VALUES('NCN19', 'OUT019', 'Tier 1', 379.506);
INSERT INTO locationTypeSales VALUES('NCO43', 'OUT013', 'Tier 3', 2125.2336);
INSERT INTO locationTypeSales VALUES('FDT19', 'OUT049', 'Tier 1', 6231.888);
INSERT INTO locationTypeSales VALUES('DRK12', 'OUT013', 'Tier 3', 466.06);
INSERT INTO locationTypeSales VALUES('DRM49', 'OUT045', 'Tier 2', 1159.8236);
INSERT INTO locationTypeSales VALUES('FDX43', 'OUT017', 'Tier 2', 1498.05);
INSERT INTO locationTypeSales VALUES('FDS14', 'OUT035', 'Tier 2', 2356.932);
INSERT INTO locationTypeSales VALUES('NCK07', 'OUT049', 'Tier 1', 3946.8624);
INSERT INTO locationTypeSales VALUES('FDO19', 'OUT017', 'Tier 2', 923.4646);
INSERT INTO locationTypeSales VALUES('FDH32', 'OUT013', 'Tier 3', 2799.689);
INSERT INTO locationTypeSales VALUES('NCZ41', 'OUT018', 'Tier 3', 1877.556);
INSERT INTO locationTypeSales VALUES('FDL32', 'OUT010', 'Tier 3', 223.7088);
INSERT INTO locationTypeSales VALUES('FDC44', 'OUT017', 'Tier 2', 2390.8878);
INSERT INTO locationTypeSales VALUES('FDQ59', 'OUT013', 'Tier 3', 755.0172);
INSERT INTO locationTypeSales VALUES('NCO54', 'OUT013', 'Tier 3', 331.5684);
INSERT INTO locationTypeSales VALUES('DRH36', 'OUT046', 'Tier 1', 1416.8224);
INSERT INTO locationTypeSales VALUES('FDY35', 'OUT035', 'Tier 2', 597.2226);
INSERT INTO locationTypeSales VALUES('FDA46', 'OUT017', 'Tier 2', 1944.136);
INSERT INTO locationTypeSales VALUES('NCL18', 'OUT035', 'Tier 2', 2332.9632);
INSERT INTO locationTypeSales VALUES('FDL57', 'OUT049', 'Tier 1', 5424.9384);
INSERT INTO locationTypeSales VALUES('NCP50', 'OUT018', 'Tier 3', 966.7416);
INSERT INTO locationTypeSales VALUES('FDZ25', 'OUT019', 'Tier 1', 339.558);
INSERT INTO locationTypeSales VALUES('FDH24', 'OUT046', 'Tier 1', 2199.8032);
INSERT INTO locationTypeSales VALUES('FDQ26', 'OUT017', 'Tier 2', 533.3058);
INSERT INTO locationTypeSales VALUES('NCK17', 'OUT019', 'Tier 1', 79.896);
INSERT INTO locationTypeSales VALUES('FDO46', 'OUT027', 'Tier 3', 2836.308);
INSERT INTO locationTypeSales VALUES('FDW50', 'OUT035', 'Tier 2', 2005.3896);
INSERT INTO locationTypeSales VALUES('FDD29', 'OUT049', 'Tier 1', 5073.396);
INSERT INTO locationTypeSales VALUES('FDU26', 'OUT019', 'Tier 1', 357.5346);
INSERT INTO locationTypeSales VALUES('FDX04', 'OUT027', 'Tier 3', 814.9392);
INSERT INTO locationTypeSales VALUES('FDH31', 'OUT027', 'Tier 3', 2777.7176);
INSERT INTO locationTypeSales VALUES('FDJ45', 'OUT019', 'Tier 1', 173.108);
INSERT INTO locationTypeSales VALUES('FDX55', 'OUT035', 'Tier 2', 5007.4818);
INSERT INTO locationTypeSales VALUES('FDR02', 'OUT046', 'Tier 1', 1556.6404);
INSERT INTO locationTypeSales VALUES('NCP55', 'OUT045', 'Tier 2', 1049.9666);
INSERT INTO locationTypeSales VALUES('FDT28', 'OUT017', 'Tier 2', 1655.1788);
INSERT INTO locationTypeSales VALUES('NCJ06', 'OUT017', 'Tier 2', 2502.7422);
INSERT INTO locationTypeSales VALUES('FDF08', 'OUT018', 'Tier 3', 1406.1696);
INSERT INTO locationTypeSales VALUES('FDT21', 'OUT017', 'Tier 2', 7719.2852);
INSERT INTO locationTypeSales VALUES('FDK22', 'OUT027', 'Tier 3', 4976.855);
INSERT INTO locationTypeSales VALUES('DRJ11', 'OUT013', 'Tier 3', 1701.7848);
INSERT INTO locationTypeSales VALUES('FDH27', 'OUT010', 'Tier 3', 143.8128);
INSERT INTO locationTypeSales VALUES('FDU52', 'OUT019', 'Tier 1', 312.926);
INSERT INTO locationTypeSales VALUES('FDK50', 'OUT017', 'Tier 2', 3235.788);
INSERT INTO locationTypeSales VALUES('DRJ01', 'OUT045', 'Tier 2', 2094.6068);
INSERT INTO locationTypeSales VALUES('FDC21', 'OUT018', 'Tier 3', 651.1524);
INSERT INTO locationTypeSales VALUES('FDX39', 'OUT046', 'Tier 1', 3799.0548);
INSERT INTO locationTypeSales VALUES('NCY54', 'OUT027', 'Tier 3', 5000.8238);
INSERT INTO locationTypeSales VALUES('FDD58', 'OUT019', 'Tier 1', 399.48);
INSERT INTO locationTypeSales VALUES('FDW12', 'OUT045', 'Tier 2', 870.8664);
INSERT INTO locationTypeSales VALUES('DRE01', 'OUT010', 'Tier 3', 484.7024);
INSERT INTO locationTypeSales VALUES('FDT16', 'OUT049', 'Tier 1', 3904.917);
INSERT INTO locationTypeSales VALUES('FDC16', 'OUT017', 'Tier 2', 1731.08);
INSERT INTO locationTypeSales VALUES('FDK52', 'OUT049', 'Tier 1', 1805.6496);
INSERT INTO locationTypeSales VALUES('FDS23', 'OUT046', 'Tier 1', 1927.491);
INSERT INTO locationTypeSales VALUES('FDI41', 'OUT035', 'Tier 2', 5591.3884);
INSERT INTO locationTypeSales VALUES('FDG33', 'OUT018', 'Tier 3', 2061.3168);
INSERT INTO locationTypeSales VALUES('NCM31', 'OUT018', 'Tier 3', 1843.6002);
INSERT INTO locationTypeSales VALUES('NCY53', 'OUT027', 'Tier 3', 4250.4672);
INSERT INTO locationTypeSales VALUES('FDY55', 'OUT049', 'Tier 1', 6424.97);
INSERT INTO locationTypeSales VALUES('FDQ21', 'OUT045', 'Tier 2', 1575.2828);
INSERT INTO locationTypeSales VALUES('NCD18', 'OUT027', 'Tier 3', 8062.838);
INSERT INTO locationTypeSales VALUES('FDV09', 'OUT017', 'Tier 2', 1336.2606);
INSERT INTO locationTypeSales VALUES('FDI19', 'OUT010', 'Tier 3', 484.7024);
INSERT INTO locationTypeSales VALUES('FDY47', 'OUT049', 'Tier 1', 2466.789);
INSERT INTO locationTypeSales VALUES('DRH37', 'OUT049', 'Tier 1', 1315.6208);
INSERT INTO locationTypeSales VALUES('NCL19', 'OUT046', 'Tier 1', 286.294);
INSERT INTO locationTypeSales VALUES('DRI11', 'OUT035', 'Tier 2', 2073.3012);
INSERT INTO locationTypeSales VALUES('NCC19', 'OUT046', 'Tier 1', 5020.132);
INSERT INTO locationTypeSales VALUES('FDS01', 'OUT018', 'Tier 3', 1422.1488);
INSERT INTO locationTypeSales VALUES('FDX31', 'OUT017', 'Tier 2', 6076.0908);
INSERT INTO locationTypeSales VALUES('NCL55', 'OUT046', 'Tier 1', 4048.064);
INSERT INTO locationTypeSales VALUES('FDW16', 'OUT013', 'Tier 3', 2848.2924);
INSERT INTO locationTypeSales VALUES('FDT49', 'OUT046', 'Tier 1', 2024.032);
INSERT INTO locationTypeSales VALUES('FDW13', 'OUT013', 'Tier 3', 882.8508);
INSERT INTO locationTypeSales VALUES('NCG30', 'OUT019', 'Tier 1', 249.0092);
INSERT INTO locationTypeSales VALUES('FDC14', 'OUT049', 'Tier 1', 377.5086);
INSERT INTO locationTypeSales VALUES('FDS15', 'OUT010', 'Tier 3', 215.7192);
INSERT INTO locationTypeSales VALUES('FDS32', 'OUT049', 'Tier 1', 1404.838);
INSERT INTO locationTypeSales VALUES('FDE09', 'OUT049', 'Tier 1', 1436.7964);
INSERT INTO locationTypeSales VALUES('FDM12', 'OUT017', 'Tier 2', 2826.321);
INSERT INTO locationTypeSales VALUES('FDT57', 'OUT049', 'Tier 1', 3555.372);
INSERT INTO locationTypeSales VALUES('FDM32', 'OUT046', 'Tier 1', 539.298);
INSERT INTO locationTypeSales VALUES('NCS38', 'OUT027', 'Tier 3', 1030.6584);
INSERT INTO locationTypeSales VALUES('NCW30', 'OUT017', 'Tier 2', 4402.9354);
INSERT INTO locationTypeSales VALUES('FDD21', 'OUT017', 'Tier 2', 1717.764);
INSERT INTO locationTypeSales VALUES('FDH35', 'OUT049', 'Tier 1', 1644.526);
INSERT INTO locationTypeSales VALUES('NCX17', 'OUT045', 'Tier 2', 1398.18);
INSERT INTO locationTypeSales VALUES('NCI29', 'OUT035', 'Tier 2', 992.7078);
INSERT INTO locationTypeSales VALUES('FDL24', 'OUT049', 'Tier 1', 3966.1706);
INSERT INTO locationTypeSales VALUES('FDI46', 'OUT046', 'Tier 1', 3523.4136);
INSERT INTO locationTypeSales VALUES('DRQ35', 'OUT035', 'Tier 2', 3715.164);
INSERT INTO locationTypeSales VALUES('FDM04', 'OUT017', 'Tier 2', 871.5322);
INSERT INTO locationTypeSales VALUES('NCJ17', 'OUT045', 'Tier 2', 1619.2256);
INSERT INTO locationTypeSales VALUES('NCJ18', 'OUT027', 'Tier 3', 3199.8348);
INSERT INTO locationTypeSales VALUES('DRF13', 'OUT045', 'Tier 2', 3628.61);
INSERT INTO locationTypeSales VALUES('FDB39', 'OUT035', 'Tier 2', 503.3448);
INSERT INTO locationTypeSales VALUES('FDT52', 'OUT018', 'Tier 3', 3675.216);
INSERT INTO locationTypeSales VALUES('FDT60', 'OUT046', 'Tier 1', 3219.8088);
INSERT INTO locationTypeSales VALUES('FDM34', 'OUT046', 'Tier 1', 1967.439);
INSERT INTO locationTypeSales VALUES('FDY27', 'OUT013', 'Tier 3', 4103.9912);
