INSERT INTO outletSizeSales VALUES('FDA15', 'OUT049', 'Medium', 3735.138);
INSERT INTO outletSizeSales VALUES('FDV14', 'OUT049', 'Medium', 703.0848);
INSERT INTO outletSizeSales VALUES('FDB60', 'OUT018', 'Medium', 2138.5496);
INSERT INTO outletSizeSales VALUES('FDU43', 'OUT027', 'Medium', 2145.2076);
INSERT INTO outletSizeSales VALUES('DRH11', 'OUT045', 'Medium', 331.5684);
INSERT INTO outletSizeSales VALUES('FDC48', 'OUT019', 'Small', 412.796);
INSERT INTO outletSizeSales VALUES('DRK39', 'OUT046', 'Small', 1165.15);
INSERT INTO outletSizeSales VALUES('FDB20', 'OUT049', 'Medium', 1324.2762);
INSERT INTO outletSizeSales VALUES('FDE51', 'OUT013', 'High', 356.8688);
INSERT INTO outletSizeSales VALUES('FDX36', 'OUT013', 'High', 3600.6464);
INSERT INTO outletSizeSales VALUES('NCT29', 'OUT046', 'Small', 243.6828);
INSERT INTO outletSizeSales VALUES('FDU45', 'OUT049', 'Medium', 1821.6288);
INSERT INTO outletSizeSales VALUES('FDF56', 'OUT049', 'Medium', 4165.2448);
INSERT INTO outletSizeSales VALUES('FDW07', 'OUT010', 'Medium', 88.5514);
INSERT INTO outletSizeSales VALUES('FDR52', 'OUT027', 'Medium', 8789.8916);
INSERT INTO outletSizeSales VALUES('FDB45', 'OUT018', 'Medium', 1149.8366);
INSERT INTO outletSizeSales VALUES('NCT42', 'OUT027', 'Medium', 3281.0624);
INSERT INTO outletSizeSales VALUES('FDP52', 'OUT046', 'Small', 5742.525);
INSERT INTO outletSizeSales VALUES('FDI50', 'OUT027', 'Medium', 10306.584);
INSERT INTO outletSizeSales VALUES('FDU48', 'OUT017', 'Medium', 263.6568);
INSERT INTO outletSizeSales VALUES('FDS43', 'OUT035', 'Small', 2237.088);
INSERT INTO outletSizeSales VALUES('NCM41', 'OUT013', 'High', 932.12);
INSERT INTO outletSizeSales VALUES('FDP37', 'OUT018', 'Medium', 2184.4898);
INSERT INTO outletSizeSales VALUES('FDJ44', 'OUT045', 'Medium', 3139.9128);
INSERT INTO outletSizeSales VALUES('FDY38', 'OUT019', 'Small', 466.06);
INSERT INTO outletSizeSales VALUES('FDC20', 'OUT017', 'Medium', 447.4176);
INSERT INTO outletSizeSales VALUES('FDF02', 'OUT017', 'Medium', 2063.98);
INSERT INTO outletSizeSales VALUES('FDX38', 'OUT018', 'Medium', 527.3136);
INSERT INTO outletSizeSales VALUES('FDN50', 'OUT027', 'Medium', 2609.936);
INSERT INTO outletSizeSales VALUES('FDA07', 'OUT045', 'Medium', 2082.6224);
INSERT INTO outletSizeSales VALUES('FDT49', 'OUT027', 'Medium', 2450.144);
INSERT INTO outletSizeSales VALUES('FDA09', 'OUT049', 'Medium', 3775.086);
INSERT INTO outletSizeSales VALUES('FDV43', 'OUT017', 'Medium', 713.7376);
INSERT INTO outletSizeSales VALUES('FDK58', 'OUT019', 'Small', 202.4032);
INSERT INTO outletSizeSales VALUES('FDL22', 'OUT013', 'High', 2263.72);
INSERT INTO outletSizeSales VALUES('FDP56', 'OUT017', 'Medium', 837.5764);
INSERT INTO outletSizeSales VALUES('DRL47', 'OUT049', 'Medium', 1635.8706);
INSERT INTO outletSizeSales VALUES('NCT17', 'OUT046', 'Small', 5841.0634);
INSERT INTO outletSizeSales VALUES('FDR12', 'OUT017', 'Medium', 1030.6584);
INSERT INTO outletSizeSales VALUES('FDD39', 'OUT018', 'Medium', 6275.165);
INSERT INTO outletSizeSales VALUES('FDG04', 'OUT018', 'Medium', 1870.898);
INSERT INTO outletSizeSales VALUES('FDV19', 'OUT017', 'Medium', 3690.5294);
INSERT INTO outletSizeSales VALUES('FDS55', 'OUT019', 'Small', 296.9468);
INSERT INTO outletSizeSales VALUES('FDM50', 'OUT013', 'High', 898.83);
INSERT INTO outletSizeSales VALUES('DRF13', 'OUT046', 'Small', 1596.5884);
INSERT INTO outletSizeSales VALUES('FDJ48', 'OUT013', 'High', 6669.3186);
INSERT INTO outletSizeSales VALUES('FDM20', 'OUT013', 'High', 7105.4176);
INSERT INTO outletSizeSales VALUES('FDP24', 'OUT045', 'Medium', 1696.4584);
INSERT INTO outletSizeSales VALUES('FDC16', 'OUT035', 'Small', 1384.864);
INSERT INTO outletSizeSales VALUES('NCB42', 'OUT017', 'Medium', 1390.1904);
INSERT INTO outletSizeSales VALUES('FDN01', 'OUT010', 'Medium', 176.437);
INSERT INTO outletSizeSales VALUES('FDT34', 'OUT045', 'Medium', 1788.3388);
INSERT INTO outletSizeSales VALUES('FDA52', 'OUT027', 'Medium', 4587.362);
INSERT INTO outletSizeSales VALUES('NCC18', 'OUT010', 'Medium', 1034.6532);
INSERT INTO outletSizeSales VALUES('NCR41', 'OUT017', 'Medium', 761.6752);
INSERT INTO outletSizeSales VALUES('FDX23', 'OUT017', 'Medium', 1418.154);
INSERT INTO outletSizeSales VALUES('FDP39', 'OUT010', 'Medium', 415.4592);
INSERT INTO outletSizeSales VALUES('NCH07', 'OUT035', 'Small', 3803.0496);
INSERT INTO outletSizeSales VALUES('FDW47', 'OUT019', 'Small', 365.5242);
INSERT INTO outletSizeSales VALUES('DRD13', 'OUT035', 'Small', 767.0016);
INSERT INTO outletSizeSales VALUES('FDR48', 'OUT013', 'High', 1669.8264);
INSERT INTO outletSizeSales VALUES('FDE17', 'OUT010', 'Medium', 151.1366);
INSERT INTO outletSizeSales VALUES('FDP60', 'OUT046', 'Small', 1922.8304);
INSERT INTO outletSizeSales VALUES('FDD57', 'OUT017', 'Medium', 1713.7692);
INSERT INTO outletSizeSales VALUES('FDW13', 'OUT010', 'Medium', 311.5944);
INSERT INTO outletSizeSales VALUES('FDN24', 'OUT045', 'Medium', 1364.89);
INSERT INTO outletSizeSales VALUES('FDJ34', 'OUT017', 'Medium', 2002.7264);
INSERT INTO outletSizeSales VALUES('FDD46', 'OUT013', 'High', 3691.1952);
INSERT INTO outletSizeSales VALUES('FDF46', 'OUT019', 'Small', 575.917);
INSERT INTO outletSizeSales VALUES('NCE43', 'OUT010', 'Medium', 170.4448);
INSERT INTO outletSizeSales VALUES('FDN27', 'OUT035', 'Small', 820.2656);
INSERT INTO outletSizeSales VALUES('FDW52', 'OUT049', 'Medium', 4275.7676);
INSERT INTO outletSizeSales VALUES('DRH03', 'OUT046', 'Small', 1304.968);
INSERT INTO outletSizeSales VALUES('NCM29', 'OUT045', 'Medium', 1705.1138);
INSERT INTO outletSizeSales VALUES('FDR58', 'OUT049', 'Medium', 1480.7392);
INSERT INTO outletSizeSales VALUES('FDY50', 'OUT046', 'Small', 1338.258);
INSERT INTO outletSizeSales VALUES('FDE16', 'OUT017', 'Medium', 6251.862);
INSERT INTO outletSizeSales VALUES('NCE31', 'OUT049', 'Medium', 588.5672);
INSERT INTO outletSizeSales VALUES('FDE53', 'OUT045', 'Medium', 319.584);
INSERT INTO outletSizeSales VALUES('DRK11', 'OUT045', 'Medium', 1491.392);
INSERT INTO outletSizeSales VALUES('DRH13', 'OUT013', 'High', 958.752);
INSERT INTO outletSizeSales VALUES('FDA11', 'OUT018', 'Medium', 1418.154);
INSERT INTO outletSizeSales VALUES('DRL35', 'OUT027', 'Medium', 1125.202);
INSERT INTO outletSizeSales VALUES('DRF36', 'OUT027', 'Medium', 9554.23);
INSERT INTO outletSizeSales VALUES('FDI07', 'OUT017', 'Medium', 2966.139);
INSERT INTO outletSizeSales VALUES('FDI32', 'OUT013', 'High', 691.1004);
INSERT INTO outletSizeSales VALUES('DRL60', 'OUT018', 'Medium', 1829.6184);
INSERT INTO outletSizeSales VALUES('NCY17', 'OUT035', 'Small', 758.3462);
INSERT INTO outletSizeSales VALUES('DRH36', 'OUT019', 'Small', 223.7088);
INSERT INTO outletSizeSales VALUES('FDX02', 'OUT035', 'Small', 1350.2424);
INSERT INTO outletSizeSales VALUES('FDG46', 'OUT049', 'Medium', 1366.2216);
INSERT INTO outletSizeSales VALUES('FDM60', 'OUT017', 'Medium', 406.138);
INSERT INTO outletSizeSales VALUES('FDJ22', 'OUT018', 'Medium', 2109.2544);
INSERT INTO outletSizeSales VALUES('FDU59', 'OUT013', 'High', 2111.9176);
INSERT INTO outletSizeSales VALUES('FDL38', 'OUT045', 'Medium', 1338.258);
INSERT INTO outletSizeSales VALUES('FDZ23', 'OUT013', 'High', 1677.816);
INSERT INTO outletSizeSales VALUES('FDX52', 'OUT018', 'Medium', 2316.984);
INSERT INTO outletSizeSales VALUES('NCB42', 'OUT045', 'Medium', 1158.492);
INSERT INTO outletSizeSales VALUES('NCU18', 'OUT017', 'Medium', 2681.8424);
INSERT INTO outletSizeSales VALUES('FDI32', 'OUT019', 'Small', 460.7336);
INSERT INTO outletSizeSales VALUES('DRZ11', 'OUT013', 'High', 1609.9044);
INSERT INTO outletSizeSales VALUES('NCL54', 'OUT017', 'Medium', 2626.581);
INSERT INTO outletSizeSales VALUES('FDS19', 'OUT035', 'Small', 1138.518);
INSERT INTO outletSizeSales VALUES('DRB13', 'OUT049', 'Medium', 3605.307);
INSERT INTO outletSizeSales VALUES('DRI51', 'OUT010', 'Medium', 343.5528);
INSERT INTO outletSizeSales VALUES('FDS57', 'OUT027', 'Medium', 2719.793);
INSERT INTO outletSizeSales VALUES('FDT39', 'OUT045', 'Medium', 2418.1856);
INSERT INTO outletSizeSales VALUES('FDH48', 'OUT010', 'Medium', 173.108);
INSERT INTO outletSizeSales VALUES('NCB18', 'OUT010', 'Medium', 442.757);
INSERT INTO outletSizeSales VALUES('FDR25', 'OUT027', 'Medium', 1324.942);
INSERT INTO outletSizeSales VALUES('FDV21', 'OUT035', 'Small', 3880.2824);
INSERT INTO outletSizeSales VALUES('DRH23', 'OUT049', 'Medium', 552.614);
INSERT INTO outletSizeSales VALUES('FDS52', 'OUT018', 'Medium', 1012.016);
INSERT INTO outletSizeSales VALUES('NCC31', 'OUT010', 'Medium', 1090.5804);
INSERT INTO outletSizeSales VALUES('FDU03', 'OUT017', 'Medium', 2006.7212);
INSERT INTO outletSizeSales VALUES('FDG50', 'OUT049', 'Medium', 547.2876);
INSERT INTO outletSizeSales VALUES('FDY31', 'OUT013', 'High', 2354.2688);
INSERT INTO outletSizeSales VALUES('FDX39', 'OUT027', 'Medium', 5487.5236);
INSERT INTO outletSizeSales VALUES('FDE46', 'OUT019', 'Small', 604.5464);
INSERT INTO outletSizeSales VALUES('NCN29', 'OUT045', 'Medium', 680.4476);
INSERT INTO outletSizeSales VALUES('DRF13', 'OUT017', 'Medium', 3773.7544);
INSERT INTO outletSizeSales VALUES('FDT46', 'OUT019', 'Small', 50.6008);
INSERT INTO outletSizeSales VALUES('FDS58', 'OUT046', 'Small', 4653.2762);
INSERT INTO outletSizeSales VALUES('FDX52', 'OUT019', 'Small', 386.164);
INSERT INTO outletSizeSales VALUES('FDP27', 'OUT010', 'Medium', 379.506);
INSERT INTO outletSizeSales VALUES('FDX44', 'OUT049', 'Medium', 1159.8236);
INSERT INTO outletSizeSales VALUES('DRO35', 'OUT046', 'Small', 3243.7776);
INSERT INTO outletSizeSales VALUES('FDC59', 'OUT045', 'Medium', 1086.5856);
INSERT INTO outletSizeSales VALUES('FDB12', 'OUT049', 'Medium', 1973.4312);
INSERT INTO outletSizeSales VALUES('FDU26', 'OUT035', 'Small', 715.0692);
INSERT INTO outletSizeSales VALUES('NCF30', 'OUT018', 'Medium', 1132.5258);
INSERT INTO outletSizeSales VALUES('FDX20', 'OUT013', 'High', 4527.44);
INSERT INTO outletSizeSales VALUES('FDN02', 'OUT035', 'Small', 5383.6588);
INSERT INTO outletSizeSales VALUES('DRC27', 'OUT010', 'Medium', 245.6802);
INSERT INTO outletSizeSales VALUES('FDZ38', 'OUT019', 'Small', 862.211);
INSERT INTO outletSizeSales VALUES('DRH25', 'OUT010', 'Medium', 51.9324);
INSERT INTO outletSizeSales VALUES('FDK21', 'OUT046', 'Small', 3004.0896);
INSERT INTO outletSizeSales VALUES('FDT01', 'OUT049', 'Medium', 4035.4138);
INSERT INTO outletSizeSales VALUES('FDZ09', 'OUT049', 'Medium', 3111.9492);
INSERT INTO outletSizeSales VALUES('DRL37', 'OUT018', 'Medium', 173.108);
INSERT INTO outletSizeSales VALUES('FDN49', 'OUT018', 'Medium', 199.74);
INSERT INTO outletSizeSales VALUES('FDC22', 'OUT045', 'Medium', 4440.886);
INSERT INTO outletSizeSales VALUES('FDT33', 'OUT018', 'Medium', 1838.2738);
INSERT INTO outletSizeSales VALUES('NCB43', 'OUT018', 'Medium', 3367.6164);
INSERT INTO outletSizeSales VALUES('DRI25', 'OUT027', 'Medium', 607.8754);
INSERT INTO outletSizeSales VALUES('FDD21', 'OUT046', 'Small', 4695.2216);
INSERT INTO outletSizeSales VALUES('FDS23', 'OUT035', 'Small', 1670.4922);
INSERT INTO outletSizeSales VALUES('FDS13', 'OUT010', 'Medium', 264.9884);
INSERT INTO outletSizeSales VALUES('DRI03', 'OUT019', 'Small', 708.4112);
INSERT INTO outletSizeSales VALUES('FDU58', 'OUT045', 'Medium', 2993.4368);
INSERT INTO outletSizeSales VALUES('FDL09', 'OUT027', 'Medium', 1006.6896);
INSERT INTO outletSizeSales VALUES('FDS12', 'OUT010', 'Medium', 125.8362);
INSERT INTO outletSizeSales VALUES('FDP03', 'OUT013', 'High', 371.5164);
INSERT INTO outletSizeSales VALUES('FDI21', 'OUT027', 'Medium', 1597.92);
INSERT INTO outletSizeSales VALUES('FDW45', 'OUT046', 'Small', 4119.9704);
INSERT INTO outletSizeSales VALUES('NCA18', 'OUT010', 'Medium', 231.6984);
INSERT INTO outletSizeSales VALUES('FDN32', 'OUT027', 'Medium', 4979.5182);
INSERT INTO outletSizeSales VALUES('FDR15', 'OUT027', 'Medium', 3723.1536);
INSERT INTO outletSizeSales VALUES('DRK11', 'OUT049', 'Medium', 1938.8096);
INSERT INTO outletSizeSales VALUES('DRG49', 'OUT018', 'Medium', 2199.1374);
INSERT INTO outletSizeSales VALUES('FDD29', 'OUT046', 'Small', 2283.0282);
INSERT INTO outletSizeSales VALUES('FDE33', 'OUT010', 'Medium', 157.1288);
INSERT INTO outletSizeSales VALUES('FDJ58', 'OUT010', 'Medium', 515.3292);
INSERT INTO outletSizeSales VALUES('FDM46', 'OUT049', 'Medium', 1677.816);
INSERT INTO outletSizeSales VALUES('FDD23', 'OUT035', 'Small', 2057.9878);
INSERT INTO outletSizeSales VALUES('DRM35', 'OUT027', 'Medium', 5888.3352);
INSERT INTO outletSizeSales VALUES('DRC25', 'OUT018', 'Medium', 1288.323);
INSERT INTO outletSizeSales VALUES('FDL36', 'OUT049', 'Medium', 2247.075);
INSERT INTO outletSizeSales VALUES('FDD41', 'OUT013', 'High', 1567.959);
INSERT INTO outletSizeSales VALUES('FDV19', 'OUT049', 'Medium', 4813.734);
INSERT INTO outletSizeSales VALUES('FDR44', 'OUT049', 'Medium', 1957.452);
INSERT INTO outletSizeSales VALUES('FDX50', 'OUT017', 'Medium', 1105.228);
INSERT INTO outletSizeSales VALUES('DRC25', 'OUT045', 'Medium', 2061.3168);
INSERT INTO outletSizeSales VALUES('FDA15', 'OUT027', 'Medium', 6474.2392);
INSERT INTO outletSizeSales VALUES('FDX22', 'OUT046', 'Small', 5890.9984);
INSERT INTO outletSizeSales VALUES('FDJ50', 'OUT045', 'Medium', 999.3658);
INSERT INTO outletSizeSales VALUES('FDT13', 'OUT019', 'Small', 753.6856);
INSERT INTO outletSizeSales VALUES('FDN12', 'OUT013', 'High', 2572.6512);
INSERT INTO outletSizeSales VALUES('FDD58', 'OUT045', 'Medium', 1298.31);
INSERT INTO outletSizeSales VALUES('FDM04', 'OUT013', 'High', 1179.1318);
INSERT INTO outletSizeSales VALUES('FDA23', 'OUT049', 'Medium', 1922.8304);
INSERT INTO outletSizeSales VALUES('FDW28', 'OUT010', 'Medium', 195.7452);
INSERT INTO outletSizeSales VALUES('FDA45', 'OUT018', 'Medium', 2822.992);
INSERT INTO outletSizeSales VALUES('NCO26', 'OUT045', 'Medium', 1506.0396);
INSERT INTO outletSizeSales VALUES('FDV26', 'OUT035', 'Small', 4681.9056);
INSERT INTO outletSizeSales VALUES('FDC50', 'OUT027', 'Medium', 3237.1196);
INSERT INTO outletSizeSales VALUES('NCV05', 'OUT027', 'Medium', 2471.4496);
INSERT INTO outletSizeSales VALUES('FDW48', 'OUT018', 'Medium', 644.4944);
INSERT INTO outletSizeSales VALUES('FDS55', 'OUT013', 'High', 3563.3616);
INSERT INTO outletSizeSales VALUES('FDX32', 'OUT045', 'Medium', 2600.6148);
INSERT INTO outletSizeSales VALUES('FDC53', 'OUT035', 'Small', 2266.3832);
INSERT INTO outletSizeSales VALUES('FDG35', 'OUT018', 'Medium', 1911.5118);
INSERT INTO outletSizeSales VALUES('NCC30', 'OUT010', 'Medium', 356.8688);
INSERT INTO outletSizeSales VALUES('NCZ17', 'OUT045', 'Medium', 645.1602);
INSERT INTO outletSizeSales VALUES('FDZ56', 'OUT049', 'Medium', 2863.6058);
INSERT INTO outletSizeSales VALUES('NCS05', 'OUT013', 'High', 2649.884);
INSERT INTO outletSizeSales VALUES('DRC25', 'OUT027', 'Medium', 1374.2112);
INSERT INTO outletSizeSales VALUES('FDW59', 'OUT046', 'Small', 1268.349);
INSERT INTO outletSizeSales VALUES('FDB36', 'OUT017', 'Medium', 1573.9512);
INSERT INTO outletSizeSales VALUES('FDT37', 'OUT045', 'Medium', 5865.0322);
INSERT INTO outletSizeSales VALUES('FDG47', 'OUT035', 'Small', 4984.1788);
INSERT INTO outletSizeSales VALUES('FDM45', 'OUT045', 'Medium', 1454.1072);
INSERT INTO outletSizeSales VALUES('FDQ40', 'OUT027', 'Medium', 3691.1952);
INSERT INTO outletSizeSales VALUES('FDF34', 'OUT049', 'Medium', 396.8168);
INSERT INTO outletSizeSales VALUES('FDP24', 'OUT017', 'Medium', 1211.756);
INSERT INTO outletSizeSales VALUES('FDT55', 'OUT019', 'Small', 473.3838);
INSERT INTO outletSizeSales VALUES('FDH60', 'OUT046', 'Small', 3338.987);
INSERT INTO outletSizeSales VALUES('FDF57', 'OUT035', 'Small', 2045.3376);
INSERT INTO outletSizeSales VALUES('NCX29', 'OUT046', 'Small', 437.4306);
INSERT INTO outletSizeSales VALUES('FDD34', 'OUT013', 'High', 2446.815);
INSERT INTO outletSizeSales VALUES('FDQ15', 'OUT049', 'Medium', 2030.69);
INSERT INTO outletSizeSales VALUES('FDL12', 'OUT035', 'Small', 539.298);
INSERT INTO outletSizeSales VALUES('FDS22', 'OUT013', 'High', 703.0848);
INSERT INTO outletSizeSales VALUES('NCM29', 'OUT018', 'Medium', 1442.7886);
INSERT INTO outletSizeSales VALUES('FDO24', 'OUT049', 'Medium', 2376.906);
INSERT INTO outletSizeSales VALUES('NCJ43', 'OUT046', 'Small', 1744.396);
INSERT INTO outletSizeSales VALUES('FDA37', 'OUT046', 'Small', 871.5322);
INSERT INTO outletSizeSales VALUES('NCM07', 'OUT018', 'Medium', 1342.2528);
INSERT INTO outletSizeSales VALUES('FDT49', 'OUT035', 'Small', 1171.808);
INSERT INTO outletSizeSales VALUES('FDP23', 'OUT035', 'Small', 4572.0486);
INSERT INTO outletSizeSales VALUES('DRF51', 'OUT018', 'Medium', 265.6542);
INSERT INTO outletSizeSales VALUES('NCZ41', 'OUT017', 'Medium', 2503.408);
INSERT INTO outletSizeSales VALUES('DRJ11', 'OUT049', 'Medium', 6050.7904);
INSERT INTO outletSizeSales VALUES('FDP37', 'OUT017', 'Medium', 2441.4886);
INSERT INTO outletSizeSales VALUES('FDT60', 'OUT019', 'Small', 123.8388);
INSERT INTO outletSizeSales VALUES('FDA09', 'OUT035', 'Small', 1797.66);
INSERT INTO outletSizeSales VALUES('FDJ46', 'OUT046', 'Small', 1926.1594);
INSERT INTO outletSizeSales VALUES('FDO48', 'OUT013', 'High', 3094.6384);
INSERT INTO outletSizeSales VALUES('FDS59', 'OUT018', 'Medium', 1428.141);
INSERT INTO outletSizeSales VALUES('FDH44', 'OUT046', 'Small', 882.8508);
INSERT INTO outletSizeSales VALUES('NCM05', 'OUT035', 'Small', 4229.1616);
INSERT INTO outletSizeSales VALUES('NCU06', 'OUT019', 'Small', 1148.505);
INSERT INTO outletSizeSales VALUES('FDV13', 'OUT049', 'Medium', 1318.284);
INSERT INTO outletSizeSales VALUES('FDA23', 'OUT013', 'High', 1720.4272);
INSERT INTO outletSizeSales VALUES('FDJ60', 'OUT017', 'Medium', 2807.0128);
INSERT INTO outletSizeSales VALUES('FDN13', 'OUT049', 'Medium', 1508.037);
INSERT INTO outletSizeSales VALUES('DRF49', 'OUT035', 'Small', 1366.2216);
INSERT INTO outletSizeSales VALUES('FDK20', 'OUT018', 'Medium', 1470.0864);
INSERT INTO outletSizeSales VALUES('FDB27', 'OUT027', 'Medium', 5912.304);
INSERT INTO outletSizeSales VALUES('NCS18', 'OUT046', 'Small', 1393.5194);
INSERT INTO outletSizeSales VALUES('FDZ49', 'OUT027', 'Medium', 5289.1152);
INSERT INTO outletSizeSales VALUES('FDN32', 'OUT035', 'Small', 2213.1192);
INSERT INTO outletSizeSales VALUES('FDO37', 'OUT049', 'Medium', 6930.978);
INSERT INTO outletSizeSales VALUES('NCD31', 'OUT018', 'Medium', 3453.5046);
INSERT INTO outletSizeSales VALUES('NCV30', 'OUT027', 'Medium', 2150.534);
INSERT INTO outletSizeSales VALUES('FDY49', 'OUT049', 'Medium', 1155.8288);
INSERT INTO outletSizeSales VALUES('FDM10', 'OUT027', 'Medium', 3205.827);
INSERT INTO outletSizeSales VALUES('FDT11', 'OUT046', 'Small', 3942.8676);
INSERT INTO outletSizeSales VALUES('FDD39', 'OUT013', 'High', 3894.93);
INSERT INTO outletSizeSales VALUES('NCL31', 'OUT035', 'Small', 2290.352);
INSERT INTO outletSizeSales VALUES('FDZ47', 'OUT035', 'Small', 892.8378);
INSERT INTO outletSizeSales VALUES('NCU18', 'OUT019', 'Small', 564.5984);
INSERT INTO outletSizeSales VALUES('FDJ58', 'OUT027', 'Medium', 1545.9876);
INSERT INTO outletSizeSales VALUES('FDX12', 'OUT010', 'Medium', 482.0392);
INSERT INTO outletSizeSales VALUES('FDV60', 'OUT018', 'Medium', 2356.932);
INSERT INTO outletSizeSales VALUES('NCB19', 'OUT027', 'Medium', 2061.3168);
INSERT INTO outletSizeSales VALUES('FDH45', 'OUT019', 'Small', 123.8388);
INSERT INTO outletSizeSales VALUES('FDB03', 'OUT013', 'High', 4566.7222);
INSERT INTO outletSizeSales VALUES('FDI27', 'OUT017', 'Medium', 498.0184);
INSERT INTO outletSizeSales VALUES('FDN22', 'OUT017', 'Medium', 3020.0688);
INSERT INTO outletSizeSales VALUES('FDQ37', 'OUT035', 'Small', 4649.9472);
INSERT INTO outletSizeSales VALUES('FDM02', 'OUT035', 'Small', 610.5386);
INSERT INTO outletSizeSales VALUES('FDW38', 'OUT046', 'Small', 862.8768);
INSERT INTO outletSizeSales VALUES('FDP34', 'OUT019', 'Small', 312.926);
INSERT INTO outletSizeSales VALUES('FDY55', 'OUT046', 'Small', 4625.9784);
INSERT INTO outletSizeSales VALUES('FDL34', 'OUT013', 'High', 3387.5904);
INSERT INTO outletSizeSales VALUES('FDA09', 'OUT018', 'Medium', 5932.278);
INSERT INTO outletSizeSales VALUES('FDM51', 'OUT017', 'Medium', 1018.674);
INSERT INTO outletSizeSales VALUES('FDI34', 'OUT018', 'Medium', 3225.1352);
INSERT INTO outletSizeSales VALUES('NCD31', 'OUT017', 'Medium', 3124.5994);
INSERT INTO outletSizeSales VALUES('FDW33', 'OUT035', 'Small', 1704.448);
INSERT INTO outletSizeSales VALUES('NCP05', 'OUT035', 'Small', 2884.2456);
INSERT INTO outletSizeSales VALUES('FDL56', 'OUT013', 'High', 1133.8574);
INSERT INTO outletSizeSales VALUES('FDN01', 'OUT027', 'Medium', 6881.043);
INSERT INTO outletSizeSales VALUES('FDA25', 'OUT045', 'Medium', 1238.388);
INSERT INTO outletSizeSales VALUES('FDF08', 'OUT010', 'Medium', 175.7712);
INSERT INTO outletSizeSales VALUES('FDH08', 'OUT035', 'Small', 459.402);
INSERT INTO outletSizeSales VALUES('DRH03', 'OUT049', 'Medium', 932.12);
INSERT INTO outletSizeSales VALUES('FDQ31', 'OUT018', 'Medium', 1406.1696);
INSERT INTO outletSizeSales VALUES('FDO10', 'OUT017', 'Medium', 916.1408);
INSERT INTO outletSizeSales VALUES('FDT39', 'OUT049', 'Medium', 1964.7758);
INSERT INTO outletSizeSales VALUES('FDM22', 'OUT027', 'Medium', 1597.92);
INSERT INTO outletSizeSales VALUES('FDR21', 'OUT010', 'Medium', 882.185);
INSERT INTO outletSizeSales VALUES('FDQ01', 'OUT017', 'Medium', 3570.0196);
INSERT INTO outletSizeSales VALUES('FDZ03', 'OUT049', 'Medium', 4474.176);
INSERT INTO outletSizeSales VALUES('NCK05', 'OUT018', 'Medium', 980.0576);
INSERT INTO outletSizeSales VALUES('FDW55', 'OUT013', 'High', 4731.1748);
INSERT INTO outletSizeSales VALUES('FDF47', 'OUT049', 'Medium', 3589.9936);
INSERT INTO outletSizeSales VALUES('DRO59', 'OUT019', 'Small', 75.9012);
INSERT INTO outletSizeSales VALUES('NCM55', 'OUT046', 'Small', 3516.7556);
INSERT INTO outletSizeSales VALUES('FDY31', 'OUT017', 'Medium', 1765.7016);
INSERT INTO outletSizeSales VALUES('FDJ57', 'OUT019', 'Small', 185.7582);
INSERT INTO outletSizeSales VALUES('FDV51', 'OUT018', 'Medium', 1492.0578);
INSERT INTO outletSizeSales VALUES('DRG36', 'OUT046', 'Small', 2395.5484);
INSERT INTO outletSizeSales VALUES('DRF13', 'OUT013', 'High', 3338.3212);
INSERT INTO outletSizeSales VALUES('NCJ54', 'OUT045', 'Medium', 6041.4692);
INSERT INTO outletSizeSales VALUES('NCP42', 'OUT049', 'Medium', 4262.4516);
INSERT INTO outletSizeSales VALUES('NCF30', 'OUT035', 'Small', 1258.362);
INSERT INTO outletSizeSales VALUES('FDY44', 'OUT027', 'Medium', 5892.33);
INSERT INTO outletSizeSales VALUES('FDX09', 'OUT049', 'Medium', 3175.866);
INSERT INTO outletSizeSales VALUES('NCU30', 'OUT017', 'Medium', 2773.057);
INSERT INTO outletSizeSales VALUES('FDU49', 'OUT049', 'Medium', 1211.756);
INSERT INTO outletSizeSales VALUES('FDC48', 'OUT017', 'Medium', 1238.388);
INSERT INTO outletSizeSales VALUES('FDJ21', 'OUT013', 'High', 5540.7876);
INSERT INTO outletSizeSales VALUES('NCX41', 'OUT049', 'Medium', 2540.6928);
INSERT INTO outletSizeSales VALUES('FDT36', 'OUT046', 'Small', 458.7362);
INSERT INTO outletSizeSales VALUES('FDK28', 'OUT027', 'Medium', 3349.6398);
INSERT INTO outletSizeSales VALUES('DRI49', 'OUT035', 'Small', 1624.552);
INSERT INTO outletSizeSales VALUES('NCM54', 'OUT019', 'Small', 254.3356);
INSERT INTO outletSizeSales VALUES('FDD48', 'OUT018', 'Medium', 1259.6936);
INSERT INTO outletSizeSales VALUES('NCF30', 'OUT010', 'Medium', 251.6724);
INSERT INTO outletSizeSales VALUES('FDX03', 'OUT049', 'Medium', 996.0368);
INSERT INTO outletSizeSales VALUES('FDZ33', 'OUT013', 'High', 2217.114);
INSERT INTO outletSizeSales VALUES('FDB39', 'OUT019', 'Small', 111.8544);
INSERT INTO outletSizeSales VALUES('DRM11', 'OUT018', 'Medium', 4165.2448);
INSERT INTO outletSizeSales VALUES('DRE48', 'OUT017', 'Medium', 1576.6144);
INSERT INTO outletSizeSales VALUES('NCL31', 'OUT045', 'Medium', 2433.499);
INSERT INTO outletSizeSales VALUES('FDB11', 'OUT017', 'Medium', 4725.8484);
