INSERT INTO typeMrpSales VALUES('FDA15', 'OUT049', 'Dairy', 249.8092);
INSERT INTO typeMrpSales VALUES('DRK11', 'OUT049', 'Hard Drinks', 149.9392);
INSERT INTO typeMrpSales VALUES('DRG49', 'OUT018', 'Soft Drinks', 242.6486);
INSERT INTO typeMrpSales VALUES('FDD29', 'OUT046', 'Frozen Foods', 252.1698);
INSERT INTO typeMrpSales VALUES('FDE33', 'OUT010', 'Fruits and Vegetables', 80.3644);
INSERT INTO typeMrpSales VALUES('FDJ58', 'OUT010', 'Snack Foods', 173.6764);
INSERT INTO typeMrpSales VALUES('FDM46', 'OUT049', 'Snack Foods', 93.512);
INSERT INTO typeMrpSales VALUES('FDD23', 'OUT035', 'Starchy Foods', 187.7898);
INSERT INTO typeMrpSales VALUES('DRM35', 'OUT027', 'Hard Drinks', 179.4344);
INSERT INTO typeMrpSales VALUES('DRC25', 'OUT018', 'Soft Drinks', 85.3882);
INSERT INTO typeMrpSales VALUES('FDL36', 'OUT049', 'Baking Goods', 89.783);
INSERT INTO typeMrpSales VALUES('FDD41', 'OUT013', 'Frozen Foods', 105.5306);
INSERT INTO typeMrpSales VALUES('FDV19', 'OUT049', 'Fruits and Vegetables', 160.9578);
INSERT INTO typeMrpSales VALUES('FDR44', 'OUT049', 'Fruits and Vegetables', 131.2968);
INSERT INTO typeMrpSales VALUES('FDX50', 'OUT017', 'Dairy', 110.4228);
INSERT INTO typeMrpSales VALUES('DRC25', 'OUT045', 'Soft Drinks', 85.2882);
INSERT INTO typeMrpSales VALUES('FDA15', 'OUT027', 'Dairy', 249.5092);
INSERT INTO typeMrpSales VALUES('FDX22', 'OUT046', 'Snack Foods', 208.7928);
INSERT INTO typeMrpSales VALUES('FDJ50', 'OUT045', 'Canned', 51.9982);
INSERT INTO typeMrpSales VALUES('FDT13', 'OUT019', 'Canned', 188.8214);
INSERT INTO typeMrpSales VALUES('FDN12', 'OUT013', 'Baking Goods', 112.3544);
INSERT INTO typeMrpSales VALUES('FDD58', 'OUT045', 'Snack Foods', 98.77);
INSERT INTO typeMrpSales VALUES('FDM04', 'OUT013', 'Frozen Foods', 51.1666);
INSERT INTO typeMrpSales VALUES('FDA23', 'OUT049', 'Baking Goods', 102.8016);
INSERT INTO typeMrpSales VALUES('FDW28', 'OUT010', 'Frozen Foods', 197.2452);
INSERT INTO typeMrpSales VALUES('FDA45', 'OUT018', 'Snack Foods', 177.337);
INSERT INTO typeMrpSales VALUES('NCO26', 'OUT045', 'Household', 117.3492);
INSERT INTO typeMrpSales VALUES('FDV26', 'OUT035', 'Dairy', 197.0794);
INSERT INTO typeMrpSales VALUES('FDC50', 'OUT027', 'Canned', 93.8094);
INSERT INTO typeMrpSales VALUES('NCV05', 'OUT027', 'Health and Hygiene', 154.3656);
INSERT INTO typeMrpSales VALUES('FDW48', 'OUT018', 'Baking Goods', 80.2618);
INSERT INTO typeMrpSales VALUES('FDS55', 'OUT013', 'Fruits and Vegetables', 148.4734);
INSERT INTO typeMrpSales VALUES('FDX32', 'OUT045', 'Fruits and Vegetables', 144.0786);
INSERT INTO typeMrpSales VALUES('FDC53', 'OUT035', 'Frozen Foods', 100.0384);
INSERT INTO typeMrpSales VALUES('FDG35', 'OUT018', 'Starchy Foods', 175.7738);
INSERT INTO typeMrpSales VALUES('NCC30', 'OUT010', 'Household', 176.6344);
INSERT INTO typeMrpSales VALUES('NCZ17', 'OUT045', 'Health and Hygiene', 37.3506);
INSERT INTO typeMrpSales VALUES('FDZ56', 'OUT049', 'Fruits and Vegetables', 169.9474);
INSERT INTO typeMrpSales VALUES('NCS05', 'OUT013', 'Health and Hygiene', 133.2942);
INSERT INTO typeMrpSales VALUES('DRC25', 'OUT027', 'Soft Drinks', 87.3882);
INSERT INTO typeMrpSales VALUES('FDW59', 'OUT046', 'Breads', 83.5566);
INSERT INTO typeMrpSales VALUES('FDB36', 'OUT017', 'Baking Goods', 132.1626);
INSERT INTO typeMrpSales VALUES('FDT37', 'OUT045', 'Canned', 253.7014);
INSERT INTO typeMrpSales VALUES('FDG47', 'OUT035', 'Starchy Foods', 261.9252);
INSERT INTO typeMrpSales VALUES('FDM45', 'OUT045', 'Snack Foods', 119.3756);
INSERT INTO typeMrpSales VALUES('FDQ40', 'OUT027', 'Frozen Foods', 176.8712);
INSERT INTO typeMrpSales VALUES('FDF34', 'OUT049', 'Snack Foods', 199.1084);
INSERT INTO typeMrpSales VALUES('FDP24', 'OUT017', 'Baking Goods', 120.8756);
INSERT INTO typeMrpSales VALUES('FDT55', 'OUT019', 'Fruits and Vegetables', 155.8946);
INSERT INTO typeMrpSales VALUES('FDH60', 'OUT046', 'Baking Goods', 197.011);
INSERT INTO typeMrpSales VALUES('FDF57', 'OUT035', 'Fruits and Vegetables', 169.6448);
INSERT INTO typeMrpSales VALUES('NCX29', 'OUT046', 'Health and Hygiene', 147.7102);
INSERT INTO typeMrpSales VALUES('FDD34', 'OUT013', 'Snack Foods', 161.821);
INSERT INTO typeMrpSales VALUES('FDQ15', 'OUT049', 'Meat', 81.7276);
INSERT INTO typeMrpSales VALUES('FDL12', 'OUT035', 'Baking Goods', 60.222);
INSERT INTO typeMrpSales VALUES('FDS22', 'OUT013', 'Snack Foods', 44.8428);
INSERT INTO typeMrpSales VALUES('NCM29', 'OUT018', 'Health and Hygiene', 132.9626);
INSERT INTO typeMrpSales VALUES('FDO24', 'OUT049', 'Baking Goods', 156.4604);
INSERT INTO typeMrpSales VALUES('NCJ43', 'OUT046', 'Household', 174.9396);
INSERT INTO typeMrpSales VALUES('FDA37', 'OUT046', 'Canned', 123.1046);
INSERT INTO typeMrpSales VALUES('NCM07', 'OUT018', 'Others', 85.1908);
INSERT INTO typeMrpSales VALUES('FDT49', 'OUT035', 'Canned', 108.228);
INSERT INTO typeMrpSales VALUES('FDP23', 'OUT035', 'Breads', 217.5166);
INSERT INTO typeMrpSales VALUES('DRF51', 'OUT018', 'Dairy', 38.0506);
INSERT INTO typeMrpSales VALUES('NCZ41', 'OUT017', 'Health and Hygiene', 123.7704);
INSERT INTO typeMrpSales VALUES('DRJ11', 'OUT049', 'Hard Drinks', 189.2872);
INSERT INTO typeMrpSales VALUES('FDP37', 'OUT017', 'Breakfast', 127.5994);
INSERT INTO typeMrpSales VALUES('FDT60', 'OUT019', 'Baking Goods', 123.8388);
INSERT INTO typeMrpSales VALUES('FDA09', 'OUT035', 'Snack Foods', 178.666);
INSERT INTO typeMrpSales VALUES('FDJ46', 'OUT046', 'Snack Foods', 174.2054);
INSERT INTO typeMrpSales VALUES('FDO48', 'OUT013', 'Baking Goods', 219.7456);
INSERT INTO typeMrpSales VALUES('FDS59', 'OUT018', 'Breads', 109.057);
INSERT INTO typeMrpSales VALUES('FDH44', 'OUT046', 'Fruits and Vegetables', 145.7418);
INSERT INTO typeMrpSales VALUES('NCM05', 'OUT035', 'Health and Hygiene', 264.3226);
INSERT INTO typeMrpSales VALUES('NCU06', 'OUT019', 'Household', 228.001);
INSERT INTO typeMrpSales VALUES('FDV13', 'OUT049', 'Canned', 88.0856);
INSERT INTO typeMrpSales VALUES('FDA23', 'OUT013', 'Baking Goods', 102.4016);
INSERT INTO typeMrpSales VALUES('FDJ60', 'OUT017', 'Baking Goods', 164.1184);
INSERT INTO typeMrpSales VALUES('FDN13', 'OUT049', 'Breakfast', 98.9358);
INSERT INTO typeMrpSales VALUES('DRF49', 'OUT035', 'Soft Drinks', 114.4518);
INSERT INTO typeMrpSales VALUES('FDK20', 'OUT018', 'Fruits and Vegetables', 122.0072);
INSERT INTO typeMrpSales VALUES('FDB27', 'OUT027', 'Dairy', 196.7768);
INSERT INTO typeMrpSales VALUES('NCS18', 'OUT046', 'Household', 108.6938);
INSERT INTO typeMrpSales VALUES('FDZ49', 'OUT027', 'Canned', 220.3798);
INSERT INTO typeMrpSales VALUES('FDN32', 'OUT035', 'Fruits and Vegetables', 184.7266);
INSERT INTO typeMrpSales VALUES('FDO37', 'OUT049', 'Breakfast', 229.7326);
INSERT INTO typeMrpSales VALUES('NCD31', 'OUT018', 'Household', 165.5526);
INSERT INTO typeMrpSales VALUES('NCV30', 'OUT027', 'Household', 62.351);
INSERT INTO typeMrpSales VALUES('FDY49', 'OUT049', 'Canned', 166.6184);
INSERT INTO typeMrpSales VALUES('FDM10', 'OUT027', 'Snack Foods', 215.1218);
INSERT INTO typeMrpSales VALUES('FDT11', 'OUT046', 'Breads', 186.7556);
INSERT INTO typeMrpSales VALUES('FDD39', 'OUT013', 'Dairy', 217.885);
INSERT INTO typeMrpSales VALUES('NCL31', 'OUT035', 'Others', 141.547);
INSERT INTO typeMrpSales VALUES('FDZ47', 'OUT035', 'Baking Goods', 100.1042);
INSERT INTO typeMrpSales VALUES('NCU18', 'OUT019', 'Household', 142.4496);
INSERT INTO typeMrpSales VALUES('FDJ58', 'OUT027', 'Snack Foods', 172.2764);
INSERT INTO typeMrpSales VALUES('FDX12', 'OUT010', 'Baking Goods', 241.4196);
INSERT INTO typeMrpSales VALUES('FDV60', 'OUT018', 'Baking Goods', 195.211);
INSERT INTO typeMrpSales VALUES('NCB19', 'OUT027', 'Household', 84.5882);
INSERT INTO typeMrpSales VALUES('FDH45', 'OUT019', 'Fruits and Vegetables', 42.3796);
INSERT INTO typeMrpSales VALUES('FDB03', 'OUT013', 'Dairy', 240.7538);
INSERT INTO typeMrpSales VALUES('FDI27', 'OUT017', 'Dairy', 43.5744);
INSERT INTO typeMrpSales VALUES('FDN22', 'OUT017', 'Snack Foods', 251.7724);
INSERT INTO typeMrpSales VALUES('FDQ37', 'OUT035', 'Breakfast', 192.0478);
INSERT INTO typeMrpSales VALUES('FDM02', 'OUT035', 'Canned', 85.6198);
INSERT INTO typeMrpSales VALUES('FDW38', 'OUT046', 'Dairy', 53.7298);
INSERT INTO typeMrpSales VALUES('FDP34', 'OUT019', 'Snack Foods', 156.463);
INSERT INTO typeMrpSales VALUES('FDY55', 'OUT046', 'Fruits and Vegetables', 255.3988);
INSERT INTO typeMrpSales VALUES('FDL34', 'OUT013', 'Snack Foods', 141.2496);
INSERT INTO typeMrpSales VALUES('FDA09', 'OUT018', 'Snack Foods', 179.766);
INSERT INTO typeMrpSales VALUES('FDM51', 'OUT017', 'Meat', 99.8674);
INSERT INTO typeMrpSales VALUES('FDI34', 'OUT018', 'Snack Foods', 231.4668);
INSERT INTO typeMrpSales VALUES('NCD31', 'OUT017', 'Household', 165.8526);
INSERT INTO typeMrpSales VALUES('FDW33', 'OUT035', 'Snack Foods', 105.828);
INSERT INTO typeMrpSales VALUES('NCP05', 'OUT035', 'Health and Hygiene', 152.0024);
INSERT INTO typeMrpSales VALUES('FDL56', 'OUT013', 'Fruits and Vegetables', 86.9198);
INSERT INTO typeMrpSales VALUES('FDN01', 'OUT027', 'Breakfast', 177.937);
INSERT INTO typeMrpSales VALUES('FDA25', 'OUT045', 'Canned', 104.799);
INSERT INTO typeMrpSales VALUES('FDF08', 'OUT010', 'Fruits and Vegetables', 88.2856);
INSERT INTO typeMrpSales VALUES('FDH08', 'OUT035', 'Fruits and Vegetables', 227.901);
INSERT INTO typeMrpSales VALUES('DRH03', 'OUT049', 'Dairy', 93.412);
INSERT INTO typeMrpSales VALUES('FDQ31', 'OUT018', 'Fruits and Vegetables', 87.0856);
INSERT INTO typeMrpSales VALUES('FDO10', 'OUT017', 'Snack Foods', 55.5588);
INSERT INTO typeMrpSales VALUES('FDT39', 'OUT049', 'Meat', 149.8366);
INSERT INTO typeMrpSales VALUES('FDM22', 'OUT027', 'Snack Foods', 53.464);
INSERT INTO typeMrpSales VALUES('FDR21', 'OUT010', 'Snack Foods', 174.937);
INSERT INTO typeMrpSales VALUES('FDQ01', 'OUT017', 'Canned', 255.2014);
INSERT INTO typeMrpSales VALUES('FDZ03', 'OUT049', 'Dairy', 186.724);
INSERT INTO typeMrpSales VALUES('NCK05', 'OUT018', 'Health and Hygiene', 63.0536);
INSERT INTO typeMrpSales VALUES('FDW55', 'OUT013', 'Fruits and Vegetables', 250.9092);
INSERT INTO typeMrpSales VALUES('FDF47', 'OUT049', 'Starchy Foods', 222.8746);
INSERT INTO typeMrpSales VALUES('DRO59', 'OUT019', 'Hard Drinks', 77.9012);
INSERT INTO typeMrpSales VALUES('NCM55', 'OUT046', 'Others', 185.8924);
INSERT INTO typeMrpSales VALUES('FDY31', 'OUT017', 'Fruits and Vegetables', 146.8418);
INSERT INTO typeMrpSales VALUES('FDJ57', 'OUT019', 'Seafood', 184.3582);
INSERT INTO typeMrpSales VALUES('FDV51', 'OUT018', 'Meat', 165.4842);
INSERT INTO typeMrpSales VALUES('DRG36', 'OUT046', 'Soft Drinks', 170.5106);
INSERT INTO typeMrpSales VALUES('DRF13', 'OUT013', 'Soft Drinks', 145.1444);
INSERT INTO typeMrpSales VALUES('NCJ54', 'OUT045', 'Household', 233.0642);
INSERT INTO typeMrpSales VALUES('NCP42', 'OUT049', 'Household', 195.6478);
INSERT INTO typeMrpSales VALUES('NCF30', 'OUT035', 'Household', 126.7362);
INSERT INTO typeMrpSales VALUES('FDY44', 'OUT027', 'Fruits and Vegetables', 194.711);
INSERT INTO typeMrpSales VALUES('FDX09', 'OUT049', 'Snack Foods', 175.437);
INSERT INTO typeMrpSales VALUES('NCU30', 'OUT017', 'Household', 163.221);
INSERT INTO typeMrpSales VALUES('FDU49', 'OUT049', 'Canned', 85.554);
INSERT INTO typeMrpSales VALUES('FDC48', 'OUT017', 'Baking Goods', 84.1592);
INSERT INTO typeMrpSales VALUES('FDJ21', 'OUT013', 'Snack Foods', 147.5102);
INSERT INTO typeMrpSales VALUES('NCX41', 'OUT049', 'Health and Hygiene', 210.8244);
INSERT INTO typeMrpSales VALUES('FDT36', 'OUT046', 'Baking Goods', 35.0874);
INSERT INTO typeMrpSales VALUES('FDK28', 'OUT027', 'Frozen Foods', 256.1646);
INSERT INTO typeMrpSales VALUES('DRI49', 'OUT035', 'Soft Drinks', 82.0276);
INSERT INTO typeMrpSales VALUES('NCM54', 'OUT019', 'Household', 128.9678);
INSERT INTO typeMrpSales VALUES('FDD48', 'OUT018', 'Baking Goods', 116.3176);
INSERT INTO typeMrpSales VALUES('NCF30', 'OUT010', 'Household', 125.1362);
INSERT INTO typeMrpSales VALUES('FDX03', 'OUT049', 'Meat', 47.1744);
INSERT INTO typeMrpSales VALUES('FDZ33', 'OUT013', 'Snack Foods', 149.8076);
INSERT INTO typeMrpSales VALUES('FDB39', 'OUT019', 'Dairy', 57.4272);
INSERT INTO typeMrpSales VALUES('DRM11', 'OUT018', 'Hard Drinks', 261.4278);
INSERT INTO typeMrpSales VALUES('DRE48', 'OUT017', 'Soft Drinks', 195.3768);
INSERT INTO typeMrpSales VALUES('NCL31', 'OUT045', 'Others', 142.247);
INSERT INTO typeMrpSales VALUES('FDB11', 'OUT017', 'Starchy Foods', 224.1404);
INSERT INTO typeMrpSales VALUES('FDX14', 'OUT049', 'Dairy', 76.0354);
INSERT INTO typeMrpSales VALUES('NCM29', 'OUT027', 'Health and Hygiene', 129.9626);
INSERT INTO typeMrpSales VALUES('FDH47', 'OUT045', 'Starchy Foods', 95.2068);
INSERT INTO typeMrpSales VALUES('FDG09', 'OUT013', 'Fruits and Vegetables', 185.8556);
INSERT INTO typeMrpSales VALUES('FDP25', 'OUT049', 'Canned', 216.9824);
INSERT INTO typeMrpSales VALUES('FDY27', 'OUT027', 'Dairy', 179.1344);
INSERT INTO typeMrpSales VALUES('DRM59', 'OUT017', 'Hard Drinks', 154.1998);
INSERT INTO typeMrpSales VALUES('DRI03', 'OUT018', 'Dairy', 178.1028);
INSERT INTO typeMrpSales VALUES('FDY03', 'OUT019', 'Meat', 112.6202);
INSERT INTO typeMrpSales VALUES('NCV17', 'OUT049', 'Health and Hygiene', 130.2626);
INSERT INTO typeMrpSales VALUES('NCJ17', 'OUT013', 'Health and Hygiene', 85.5224);
INSERT INTO typeMrpSales VALUES('NCP54', 'OUT017', 'Household', 124.673);
INSERT INTO typeMrpSales VALUES('FDZ15', 'OUT049', 'Dairy', 119.2782);
INSERT INTO typeMrpSales VALUES('NCR05', 'OUT018', 'Health and Hygiene', 198.6084);
INSERT INTO typeMrpSales VALUES('FDX03', 'OUT019', 'Meat', 44.7744);
INSERT INTO typeMrpSales VALUES('FDQ12', 'OUT045', 'Baking Goods', 231.401);
INSERT INTO typeMrpSales VALUES('FDC21', 'OUT013', 'Fruits and Vegetables', 109.8254);
INSERT INTO typeMrpSales VALUES('FDQ40', 'OUT018', 'Frozen Foods', 176.0712);
INSERT INTO typeMrpSales VALUES('FDI07', 'OUT027', 'Meat', 197.2426);
INSERT INTO typeMrpSales VALUES('FDQ25', 'OUT049', 'Canned', 172.5422);
INSERT INTO typeMrpSales VALUES('NCK18', 'OUT035', 'Household', 163.9184);
INSERT INTO typeMrpSales VALUES('DRI25', 'OUT010', 'Soft Drinks', 55.6614);
INSERT INTO typeMrpSales VALUES('DRA24', 'OUT049', 'Soft Drinks', 165.0868);
INSERT INTO typeMrpSales VALUES('FDA32', 'OUT045', 'Fruits and Vegetables', 214.7192);
INSERT INTO typeMrpSales VALUES('FDE59', 'OUT018', 'Starchy Foods', 34.3532);
INSERT INTO typeMrpSales VALUES('FDY59', 'OUT046', 'Baking Goods', 93.8462);
INSERT INTO typeMrpSales VALUES('FDQ20', 'OUT045', 'Fruits and Vegetables', 41.6138);
INSERT INTO typeMrpSales VALUES('FDB21', 'OUT018', 'Fruits and Vegetables', 241.6854);
INSERT INTO typeMrpSales VALUES('FDB41', 'OUT019', 'Frozen Foods', 45.2718);
INSERT INTO typeMrpSales VALUES('DRG11', 'OUT013', 'Hard Drinks', 109.8596);
INSERT INTO typeMrpSales VALUES('FDV10', 'OUT019', 'Snack Foods', 41.0112);
INSERT INTO typeMrpSales VALUES('FDI41', 'OUT013', 'Frozen Foods', 148.3418);
INSERT INTO typeMrpSales VALUES('FDN10', 'OUT017', 'Snack Foods', 118.9124);
INSERT INTO typeMrpSales VALUES('NCM17', 'OUT018', 'Health and Hygiene', 45.9086);
INSERT INTO typeMrpSales VALUES('DRG37', 'OUT019', 'Soft Drinks', 154.3972);
INSERT INTO typeMrpSales VALUES('FDA21', 'OUT045', 'Snack Foods', 183.7924);
INSERT INTO typeMrpSales VALUES('FDM27', 'OUT013', 'Meat', 157.9946);
INSERT INTO typeMrpSales VALUES('FDA32', 'OUT049', 'Fruits and Vegetables', 216.0192);
INSERT INTO typeMrpSales VALUES('NCZ53', 'OUT049', 'Health and Hygiene', 189.2214);
INSERT INTO typeMrpSales VALUES('FDW40', 'OUT035', 'Frozen Foods', 143.2812);
INSERT INTO typeMrpSales VALUES('FDS52', 'OUT035', 'Frozen Foods', 100.5016);
INSERT INTO typeMrpSales VALUES('FDM58', 'OUT010', 'Snack Foods', 109.8544);
INSERT INTO typeMrpSales VALUES('NCE54', 'OUT019', 'Household', 75.5354);
INSERT INTO typeMrpSales VALUES('FDS11', 'OUT035', 'Breads', 225.3088);
INSERT INTO typeMrpSales VALUES('FDL20', 'OUT049', 'Fruits and Vegetables', 111.6886);
INSERT INTO typeMrpSales VALUES('FDX13', 'OUT027', 'Canned', 249.1092);
INSERT INTO typeMrpSales VALUES('FDR21', 'OUT013', 'Snack Foods', 174.437);
INSERT INTO typeMrpSales VALUES('FDV28', 'OUT018', 'Frozen Foods', 33.6558);
INSERT INTO typeMrpSales VALUES('FDZ51', 'OUT017', 'Meat', 96.9094);
INSERT INTO typeMrpSales VALUES('FDD46', 'OUT045', 'Snack Foods', 153.1998);
INSERT INTO typeMrpSales VALUES('FDE23', 'OUT018', 'Starchy Foods', 46.706);
INSERT INTO typeMrpSales VALUES('NCF55', 'OUT045', 'Household', 34.9874);
INSERT INTO typeMrpSales VALUES('FDU12', 'OUT013', 'Baking Goods', 262.9568);
INSERT INTO typeMrpSales VALUES('FDZ22', 'OUT049', 'Snack Foods', 85.025);
INSERT INTO typeMrpSales VALUES('FDI44', 'OUT013', 'Fruits and Vegetables', 78.4328);
INSERT INTO typeMrpSales VALUES('FDH50', 'OUT017', 'Canned', 185.9266);
INSERT INTO typeMrpSales VALUES('FDE57', 'OUT049', 'Fruits and Vegetables', 142.9154);
INSERT INTO typeMrpSales VALUES('DRJ51', 'OUT013', 'Dairy', 228.5668);
INSERT INTO typeMrpSales VALUES('FDX52', 'OUT045', 'Frozen Foods', 192.682);
INSERT INTO typeMrpSales VALUES('DRN47', 'OUT017', 'Hard Drinks', 178.366);
INSERT INTO typeMrpSales VALUES('FDT21', 'OUT049', 'Snack Foods', 249.0092);
INSERT INTO typeMrpSales VALUES('FDY21', 'OUT045', 'Snack Foods', 196.511);
INSERT INTO typeMrpSales VALUES('FDG21', 'OUT019', 'Seafood', 151.005);
INSERT INTO typeMrpSales VALUES('FDS58', 'OUT035', 'Snack Foods', 161.1578);
INSERT INTO typeMrpSales VALUES('FDA26', 'OUT018', 'Dairy', 220.1482);
INSERT INTO typeMrpSales VALUES('FDY16', 'OUT027', 'Frozen Foods', 182.5266);
INSERT INTO typeMrpSales VALUES('FDF20', 'OUT046', 'Fruits and Vegetables', 196.6768);
INSERT INTO typeMrpSales VALUES('FDI15', 'OUT013', 'Dairy', 263.7884);
INSERT INTO typeMrpSales VALUES('FDC47', 'OUT010', 'Snack Foods', 226.5694);
INSERT INTO typeMrpSales VALUES('FDL08', 'OUT035', 'Fruits and Vegetables', 246.8144);
INSERT INTO typeMrpSales VALUES('FDF08', 'OUT013', 'Fruits and Vegetables', 88.4856);
INSERT INTO typeMrpSales VALUES('FDN03', 'OUT035', 'Meat', 250.1408);
INSERT INTO typeMrpSales VALUES('FDG34', 'OUT017', 'Snack Foods', 106.6254);
INSERT INTO typeMrpSales VALUES('FDA56', 'OUT045', 'Fruits and Vegetables', 119.8414);
INSERT INTO typeMrpSales VALUES('NCI17', 'OUT027', 'Health and Hygiene', 95.141);
INSERT INTO typeMrpSales VALUES('NCO17', 'OUT049', 'Health and Hygiene', 118.344);
INSERT INTO typeMrpSales VALUES('FDK55', 'OUT017', 'Meat', 87.7172);
INSERT INTO typeMrpSales VALUES('FDD10', 'OUT017', 'Snack Foods', 177.4344);
INSERT INTO typeMrpSales VALUES('NCH18', 'OUT013', 'Household', 245.4802);
INSERT INTO typeMrpSales VALUES('NCA53', 'OUT045', 'Health and Hygiene', 48.8034);
INSERT INTO typeMrpSales VALUES('DRJ24', 'OUT010', 'Soft Drinks', 184.3924);
INSERT INTO typeMrpSales VALUES('DRN35', 'OUT013', 'Hard Drinks', 37.9532);
INSERT INTO typeMrpSales VALUES('FDC47', 'OUT018', 'Snack Foods', 229.3694);
INSERT INTO typeMrpSales VALUES('FDN48', 'OUT018', 'Baking Goods', 93.4804);
INSERT INTO typeMrpSales VALUES('FDR27', 'OUT027', 'Meat', 130.7942);
INSERT INTO typeMrpSales VALUES('FDS33', 'OUT019', 'Snack Foods', 86.8514);
INSERT INTO typeMrpSales VALUES('DRL11', 'OUT035', 'Hard Drinks', 157.0946);
INSERT INTO typeMrpSales VALUES('FDQ21', 'OUT017', 'Snack Foods', 120.4756);
INSERT INTO typeMrpSales VALUES('FDY37', 'OUT046', 'Canned', 142.047);
INSERT INTO typeMrpSales VALUES('FDS35', 'OUT013', 'Breads', 63.1826);
INSERT INTO typeMrpSales VALUES('DRD60', 'OUT046', 'Soft Drinks', 183.1634);
INSERT INTO typeMrpSales VALUES('DRP47', 'OUT046', 'Hard Drinks', 252.8382);
INSERT INTO typeMrpSales VALUES('NCY41', 'OUT027', 'Health and Hygiene', 35.2532);
INSERT INTO typeMrpSales VALUES('FDR59', 'OUT049', 'Breads', 263.1594);
INSERT INTO typeMrpSales VALUES('FDM36', 'OUT019', 'Baking Goods', 172.6422);
INSERT INTO typeMrpSales VALUES('NCI42', 'OUT027', 'Household', 208.4954);
INSERT INTO typeMrpSales VALUES('FDA31', 'OUT017', 'Fruits and Vegetables', 173.808);
INSERT INTO typeMrpSales VALUES('FDY33', 'OUT035', 'Snack Foods', 159.3262);
INSERT INTO typeMrpSales VALUES('FDV40', 'OUT045', 'Frozen Foods', 73.1038);
INSERT INTO typeMrpSales VALUES('NCW17', 'OUT018', 'Health and Hygiene', 128.6994);
INSERT INTO typeMrpSales VALUES('FDN38', 'OUT013', 'Canned', 248.6408);
INSERT INTO typeMrpSales VALUES('FDQ11', 'OUT019', 'Breads', 256.3988);
INSERT INTO typeMrpSales VALUES('FDG34', 'OUT045', 'Snack Foods', 107.5254);
INSERT INTO typeMrpSales VALUES('NCN14', 'OUT049', 'Others', 183.7608);
INSERT INTO typeMrpSales VALUES('FDY46', 'OUT027', 'Snack Foods', 188.3898);
INSERT INTO typeMrpSales VALUES('FDS11', 'OUT017', 'Breads', 222.1088);
INSERT INTO typeMrpSales VALUES('NCA53', 'OUT019', 'Health and Hygiene', 47.1034);
INSERT INTO typeMrpSales VALUES('NCN30', 'OUT010', 'Household', 98.141);
INSERT INTO typeMrpSales VALUES('FDW32', 'OUT046', 'Fruits and Vegetables', 84.3882);
INSERT INTO typeMrpSales VALUES('NCR42', 'OUT010', 'Household', 33.39);
INSERT INTO typeMrpSales VALUES('FDU33', 'OUT035', 'Snack Foods', 47.0402);
INSERT INTO typeMrpSales VALUES('FDN15', 'OUT019', 'Meat', 140.318);
INSERT INTO typeMrpSales VALUES('FDD51', 'OUT019', 'Dairy', 44.2744);
INSERT INTO typeMrpSales VALUES('FDF14', 'OUT045', 'Canned', 152.934);
INSERT INTO typeMrpSales VALUES('NCN19', 'OUT019', 'Others', 189.553);
INSERT INTO typeMrpSales VALUES('NCO43', 'OUT013', 'Others', 100.1016);
INSERT INTO typeMrpSales VALUES('FDT19', 'OUT049', 'Fruits and Vegetables', 172.908);
INSERT INTO typeMrpSales VALUES('DRK12', 'OUT013', 'Soft Drinks', 31.49);
INSERT INTO typeMrpSales VALUES('DRM49', 'OUT045', 'Soft Drinks', 44.4086);
INSERT INTO typeMrpSales VALUES('FDX43', 'OUT017', 'Fruits and Vegetables', 164.75);
INSERT INTO typeMrpSales VALUES('FDS14', 'OUT035', 'Dairy', 156.5288);
INSERT INTO typeMrpSales VALUES('NCK07', 'OUT049', 'Others', 165.2526);
INSERT INTO typeMrpSales VALUES('FDO19', 'OUT017', 'Fruits and Vegetables', 46.8034);
INSERT INTO typeMrpSales VALUES('FDH32', 'OUT013', 'Fruits and Vegetables', 97.141);
INSERT INTO typeMrpSales VALUES('NCZ41', 'OUT018', 'Health and Hygiene', 126.1704);
INSERT INTO typeMrpSales VALUES('FDL32', 'OUT010', 'Fruits and Vegetables', 111.0544);
INSERT INTO typeMrpSales VALUES('FDC44', 'OUT017', 'Fruits and Vegetables', 114.4518);
INSERT INTO typeMrpSales VALUES('FDQ59', 'OUT013', 'Breads', 84.2908);
INSERT INTO typeMrpSales VALUES('NCO54', 'OUT013', 'Household', 57.1614);
INSERT INTO typeMrpSales VALUES('DRH36', 'OUT046', 'Soft Drinks', 74.0696);
INSERT INTO typeMrpSales VALUES('FDY35', 'OUT035', 'Breads', 44.0402);
INSERT INTO typeMrpSales VALUES('FDA46', 'OUT017', 'Snack Foods', 196.2136);
INSERT INTO typeMrpSales VALUES('NCL18', 'OUT035', 'Household', 193.1136);
INSERT INTO typeMrpSales VALUES('FDL57', 'OUT049', 'Snack Foods', 258.8304);
INSERT INTO typeMrpSales VALUES('NCP50', 'OUT018', 'Others', 79.2618);
INSERT INTO typeMrpSales VALUES('FDZ25', 'OUT019', 'Canned', 169.879);
INSERT INTO typeMrpSales VALUES('FDH24', 'OUT046', 'Baking Goods', 157.0288);
INSERT INTO typeMrpSales VALUES('FDQ26', 'OUT017', 'Dairy', 60.9562);
