INSERT INTO fatSales VALUES('FDA15', 'OUT049', 'Low Fat', 3735.138);
INSERT INTO fatSales VALUES('NCV30', 'OUT027', 'Low Fat', 2150.534);
INSERT INTO fatSales VALUES('FDY49', 'OUT049', 'Regular', 1155.8288);
INSERT INTO fatSales VALUES('FDM10', 'OUT027', 'Low Fat', 3205.827);
INSERT INTO fatSales VALUES('FDT11', 'OUT046', 'Regular', 3942.8676);
INSERT INTO fatSales VALUES('FDD39', 'OUT013', 'Low Fat', 3894.93);
INSERT INTO fatSales VALUES('NCL31', 'OUT035', 'Low Fat', 2290.352);
INSERT INTO fatSales VALUES('FDZ47', 'OUT035', 'Regular', 892.8378);
INSERT INTO fatSales VALUES('NCU18', 'OUT019', 'Low Fat', 564.5984);
INSERT INTO fatSales VALUES('FDJ58', 'OUT027', 'Regular', 1545.9876);
INSERT INTO fatSales VALUES('FDX12', 'OUT010', 'Regular', 482.0392);
INSERT INTO fatSales VALUES('FDV60', 'OUT018', 'Regular', 2356.932);
INSERT INTO fatSales VALUES('NCB19', 'OUT027', 'Low Fat', 2061.3168);
INSERT INTO fatSales VALUES('FDH45', 'OUT019', 'Regular', 123.8388);
INSERT INTO fatSales VALUES('FDB03', 'OUT013', 'Regular', 4566.7222);
INSERT INTO fatSales VALUES('FDI27', 'OUT017', 'Regular', 498.0184);
INSERT INTO fatSales VALUES('FDN22', 'OUT017', 'Regular', 3020.0688);
INSERT INTO fatSales VALUES('FDQ37', 'OUT035', 'Low Fat', 4649.9472);
INSERT INTO fatSales VALUES('FDM02', 'OUT035', 'Regular', 610.5386);
INSERT INTO fatSales VALUES('FDW38', 'OUT046', 'Regular', 862.8768);
INSERT INTO fatSales VALUES('FDP34', 'OUT019', 'Low Fat', 312.926);
INSERT INTO fatSales VALUES('FDY55', 'OUT046', 'Low Fat', 4625.9784);
INSERT INTO fatSales VALUES('FDL34', 'OUT013', 'Low Fat', 3387.5904);
INSERT INTO fatSales VALUES('FDA09', 'OUT018', 'Regular', 5932.278);
INSERT INTO fatSales VALUES('FDM51', 'OUT017', 'Regular', 1018.674);
INSERT INTO fatSales VALUES('FDI34', 'OUT018', 'Regular', 3225.1352);
INSERT INTO fatSales VALUES('NCD31', 'OUT017', 'Low Fat', 3124.5994);
INSERT INTO fatSales VALUES('FDW33', 'OUT035', 'Low Fat', 1704.448);
INSERT INTO fatSales VALUES('NCP05', 'OUT035', 'Low Fat', 2884.2456);
INSERT INTO fatSales VALUES('FDL56', 'OUT013', 'Low Fat', 1133.8574);
INSERT INTO fatSales VALUES('FDN01', 'OUT027', 'Low Fat', 6881.043);
INSERT INTO fatSales VALUES('FDA25', 'OUT045', 'Regular', 1238.388);
INSERT INTO fatSales VALUES('FDF08', 'OUT010', 'Regular', 175.7712);
INSERT INTO fatSales VALUES('FDH08', 'OUT035', 'Low Fat', 459.402);
INSERT INTO fatSales VALUES('DRH03', 'OUT049', 'Low Fat', 932.12);
INSERT INTO fatSales VALUES('FDQ31', 'OUT018', 'Regular', 1406.1696);
INSERT INTO fatSales VALUES('FDO10', 'OUT017', 'Regular', 916.1408);
INSERT INTO fatSales VALUES('FDT39', 'OUT049', 'Regular', 1964.7758);
INSERT INTO fatSales VALUES('FDM22', 'OUT027', 'Regular', 1597.92);
INSERT INTO fatSales VALUES('FDR21', 'OUT010', 'Low Fat', 882.185);
INSERT INTO fatSales VALUES('FDQ01', 'OUT017', 'Regular', 3570.0196);
INSERT INTO fatSales VALUES('FDZ03', 'OUT049', 'Regular', 4474.176);
INSERT INTO fatSales VALUES('NCK05', 'OUT018', 'Low Fat', 980.0576);
INSERT INTO fatSales VALUES('FDW55', 'OUT013', 'Regular', 4731.1748);
INSERT INTO fatSales VALUES('FDF47', 'OUT049', 'Low Fat', 3589.9936);
INSERT INTO fatSales VALUES('DRO59', 'OUT019', 'Low Fat', 75.9012);
INSERT INTO fatSales VALUES('NCM55', 'OUT046', 'Low Fat', 3516.7556);
INSERT INTO fatSales VALUES('FDY31', 'OUT017', 'Low Fat', 1765.7016);
INSERT INTO fatSales VALUES('FDJ57', 'OUT019', 'Regular', 185.7582);
INSERT INTO fatSales VALUES('FDV51', 'OUT018', 'Low Fat', 1492.0578);
INSERT INTO fatSales VALUES('DRG36', 'OUT046', 'Low Fat', 2395.5484);
INSERT INTO fatSales VALUES('DRF13', 'OUT013', 'Low Fat', 3338.3212);
INSERT INTO fatSales VALUES('NCJ54', 'OUT045', 'Low Fat', 6041.4692);
INSERT INTO fatSales VALUES('NCP42', 'OUT049', 'Low Fat', 4262.4516);
INSERT INTO fatSales VALUES('NCF30', 'OUT035', 'Low Fat', 1258.362);
INSERT INTO fatSales VALUES('FDY44', 'OUT027', 'Regular', 5892.33);
INSERT INTO fatSales VALUES('FDX09', 'OUT049', 'Low Fat', 3175.866);
INSERT INTO fatSales VALUES('NCU30', 'OUT017', 'Low Fat', 2773.057);
INSERT INTO fatSales VALUES('FDU49', 'OUT049', 'Regular', 1211.756);
INSERT INTO fatSales VALUES('FDC48', 'OUT017', 'Low Fat', 1238.388);
INSERT INTO fatSales VALUES('FDJ21', 'OUT013', 'Regular', 5540.7876);
INSERT INTO fatSales VALUES('NCX41', 'OUT049', 'Low Fat', 2540.6928);
INSERT INTO fatSales VALUES('FDT36', 'OUT046', 'Low Fat', 458.7362);
INSERT INTO fatSales VALUES('FDK28', 'OUT027', 'Low Fat', 3349.6398);
INSERT INTO fatSales VALUES('DRI49', 'OUT035', 'Low Fat', 1624.552);
INSERT INTO fatSales VALUES('NCM54', 'OUT019', 'Low Fat', 254.3356);
INSERT INTO fatSales VALUES('FDD48', 'OUT018', 'Low Fat', 1259.6936);
INSERT INTO fatSales VALUES('NCF30', 'OUT010', 'Low Fat', 251.6724);
INSERT INTO fatSales VALUES('FDX03', 'OUT049', 'Regular', 996.0368);
INSERT INTO fatSales VALUES('FDZ33', 'OUT013', 'Low Fat', 2217.114);
INSERT INTO fatSales VALUES('FDB39', 'OUT019', 'Low Fat', 111.8544);
INSERT INTO fatSales VALUES('DRM11', 'OUT018', 'Low Fat', 4165.2448);
INSERT INTO fatSales VALUES('DRE48', 'OUT017', 'Low Fat', 1576.6144);
INSERT INTO fatSales VALUES('NCL31', 'OUT045', 'Low Fat', 2433.499);
INSERT INTO fatSales VALUES('FDB11', 'OUT017', 'Low Fat', 4725.8484);
INSERT INTO fatSales VALUES('FDX14', 'OUT049', 'Low Fat', 601.8832);
INSERT INTO fatSales VALUES('NCM29', 'OUT027', 'Low Fat', 3410.2276);
INSERT INTO fatSales VALUES('FDH47', 'OUT045', 'Regular', 583.2408);
INSERT INTO fatSales VALUES('FDG09', 'OUT013', 'Regular', 1689.8004);
INSERT INTO fatSales VALUES('FDP25', 'OUT049', 'Low Fat', 4804.4128);
INSERT INTO fatSales VALUES('FDY27', 'OUT027', 'Low Fat', 1605.9096);
INSERT INTO fatSales VALUES('DRM59', 'OUT017', 'Low Fat', 3537.3954);
INSERT INTO fatSales VALUES('DRI03', 'OUT018', 'Low Fat', 1416.8224);
INSERT INTO fatSales VALUES('FDY03', 'OUT019', 'Regular', 675.1212);
INSERT INTO fatSales VALUES('NCV17', 'OUT049', 'Low Fat', 3016.7398);
INSERT INTO fatSales VALUES('NCJ17', 'OUT013', 'Low Fat', 1278.336);
INSERT INTO fatSales VALUES('NCP54', 'OUT017', 'Low Fat', 2093.941);
INSERT INTO fatSales VALUES('FDZ15', 'OUT049', 'Low Fat', 3098.6332);
INSERT INTO fatSales VALUES('NCR05', 'OUT018', 'Low Fat', 2182.4924);
INSERT INTO fatSales VALUES('FDX03', 'OUT019', 'Regular', 135.8232);
INSERT INTO fatSales VALUES('FDQ12', 'OUT045', 'Low Fat', 2526.711);
INSERT INTO fatSales VALUES('FDC21', 'OUT013', 'Regular', 1627.881);
INSERT INTO fatSales VALUES('FDQ40', 'OUT018', 'Regular', 1581.9408);
INSERT INTO fatSales VALUES('FDI07', 'OUT027', 'Regular', 3163.8816);
INSERT INTO fatSales VALUES('FDQ25', 'OUT049', 'Regular', 2241.7486);
INSERT INTO fatSales VALUES('NCK18', 'OUT035', 'Low Fat', 4293.0784);
INSERT INTO fatSales VALUES('DRI25', 'OUT010', 'Low Fat', 165.7842);
INSERT INTO fatSales VALUES('DRA24', 'OUT049', 'Regular', 982.7208);
INSERT INTO fatSales VALUES('FDA32', 'OUT045', 'Low Fat', 3020.0688);
INSERT INTO fatSales VALUES('FDE59', 'OUT018', 'Low Fat', 251.6724);
INSERT INTO fatSales VALUES('FDY59', 'OUT046', 'Low Fat', 647.8234);
INSERT INTO fatSales VALUES('FDQ20', 'OUT045', 'Low Fat', 284.2966);
INSERT INTO fatSales VALUES('FDB21', 'OUT018', 'Low Fat', 6042.135);
INSERT INTO fatSales VALUES('FDB41', 'OUT019', 'Regular', 47.2718);
INSERT INTO fatSales VALUES('DRG11', 'OUT013', 'Low Fat', 3235.788);
INSERT INTO fatSales VALUES('FDV10', 'OUT019', 'Regular', 42.6112);
INSERT INTO fatSales VALUES('FDI41', 'OUT013', 'Regular', 1765.7016);
INSERT INTO fatSales VALUES('FDN10', 'OUT017', 'Low Fat', 1540.6612);
INSERT INTO fatSales VALUES('NCM17', 'OUT018', 'Low Fat', 1070.6064);
INSERT INTO fatSales VALUES('DRG37', 'OUT019', 'Low Fat', 311.5944);
INSERT INTO fatSales VALUES('FDA21', 'OUT045', 'Low Fat', 2591.2936);
INSERT INTO fatSales VALUES('FDM27', 'OUT013', 'Regular', 3313.6866);
INSERT INTO fatSales VALUES('FDA32', 'OUT049', 'Low Fat', 2588.6304);
INSERT INTO fatSales VALUES('NCZ53', 'OUT049', 'Low Fat', 3956.8494);
INSERT INTO fatSales VALUES('FDW40', 'OUT035', 'Regular', 3277.0676);
INSERT INTO fatSales VALUES('FDS52', 'OUT035', 'Low Fat', 1315.6208);
INSERT INTO fatSales VALUES('FDM58', 'OUT010', 'Regular', 223.7088);
INSERT INTO fatSales VALUES('NCE54', 'OUT019', 'Low Fat', 150.4708);
INSERT INTO fatSales VALUES('FDS11', 'OUT035', 'Regular', 5816.4288);
INSERT INTO fatSales VALUES('FDL20', 'OUT049', 'Low Fat', 1556.6404);
INSERT INTO fatSales VALUES('FDX13', 'OUT027', 'Low Fat', 8217.3036);
INSERT INTO fatSales VALUES('FDR21', 'OUT013', 'Low Fat', 1587.933);
INSERT INTO fatSales VALUES('FDV28', 'OUT018', 'Regular', 203.7348);
INSERT INTO fatSales VALUES('FDZ51', 'OUT017', 'Regular', 952.094);
INSERT INTO fatSales VALUES('FDD46', 'OUT045', 'Low Fat', 1537.998);
INSERT INTO fatSales VALUES('FDE23', 'OUT018', 'Regular', 699.09);
INSERT INTO fatSales VALUES('NCF55', 'OUT045', 'Low Fat', 247.0118);
INSERT INTO fatSales VALUES('FDU12', 'OUT013', 'Regular', 1845.5976);
INSERT INTO fatSales VALUES('FDZ22', 'OUT049', 'Low Fat', 2080.625);
INSERT INTO fatSales VALUES('FDI44', 'OUT013', 'Low Fat', 1158.492);
INSERT INTO fatSales VALUES('FDH50', 'OUT017', 'Regular', 4610.665);
INSERT INTO fatSales VALUES('FDE57', 'OUT049', 'Low Fat', 3261.7542);
INSERT INTO fatSales VALUES('DRJ51', 'OUT013', 'Low Fat', 1151.834);
INSERT INTO fatSales VALUES('FDX52', 'OUT045', 'Regular', 3861.64);
INSERT INTO fatSales VALUES('DRN47', 'OUT017', 'Low Fat', 4314.384);
INSERT INTO fatSales VALUES('FDT21', 'OUT049', 'Low Fat', 2988.1104);
INSERT INTO fatSales VALUES('FDY21', 'OUT045', 'Low Fat', 4713.864);
INSERT INTO fatSales VALUES('FDG21', 'OUT019', 'Regular', 149.805);
INSERT INTO fatSales VALUES('FDS58', 'OUT035', 'Regular', 4011.445);
INSERT INTO fatSales VALUES('FDA26', 'OUT018', 'Regular', 4600.0122);
INSERT INTO fatSales VALUES('FDY16', 'OUT027', 'Regular', 6454.931);
INSERT INTO fatSales VALUES('FDF20', 'OUT046', 'Low Fat', 2759.0752);
INSERT INTO fatSales VALUES('FDI15', 'OUT013', 'Low Fat', 5564.7564);
INSERT INTO fatSales VALUES('FDC47', 'OUT010', 'Low Fat', 913.4776);
INSERT INTO fatSales VALUES('FDL08', 'OUT035', 'Low Fat', 2450.144);
INSERT INTO fatSales VALUES('FDF08', 'OUT013', 'Regular', 1406.1696);
INSERT INTO fatSales VALUES('FDN03', 'OUT035', 'Regular', 4005.4528);
INSERT INTO fatSales VALUES('FDG34', 'OUT017', 'Regular', 325.5762);
INSERT INTO fatSales VALUES('FDA56', 'OUT045', 'Low Fat', 1340.2554);
INSERT INTO fatSales VALUES('NCI17', 'OUT027', 'Low Fat', 2510.066);
INSERT INTO fatSales VALUES('NCO17', 'OUT049', 'Low Fat', 1797.66);
INSERT INTO fatSales VALUES('FDK55', 'OUT017', 'Low Fat', 802.9548);
INSERT INTO fatSales VALUES('FDD10', 'OUT017', 'Regular', 1962.7784);
INSERT INTO fatSales VALUES('NCH18', 'OUT013', 'Low Fat', 3193.8426);
INSERT INTO fatSales VALUES('NCA53', 'OUT045', 'Low Fat', 777.6544);
INSERT INTO fatSales VALUES('DRJ24', 'OUT010', 'Low Fat', 370.1848);
INSERT INTO fatSales VALUES('DRN35', 'OUT013', 'Low Fat', 826.9236);
INSERT INTO fatSales VALUES('FDC47', 'OUT018', 'Low Fat', 5024.1268);
INSERT INTO fatSales VALUES('FDN48', 'OUT018', 'Low Fat', 1102.5648);
INSERT INTO fatSales VALUES('FDR27', 'OUT027', 'Regular', 3047.3666);
INSERT INTO fatSales VALUES('FDS33', 'OUT019', 'Regular', 354.2056);
INSERT INTO fatSales VALUES('DRL11', 'OUT035', 'Low Fat', 2209.1244);
INSERT INTO fatSales VALUES('FDQ21', 'OUT017', 'Low Fat', 1938.8096);
INSERT INTO fatSales VALUES('FDY37', 'OUT046', 'Regular', 3149.234);
INSERT INTO fatSales VALUES('FDS35', 'OUT013', 'Low Fat', 2002.0606);
INSERT INTO fatSales VALUES('DRD60', 'OUT046', 'Low Fat', 5634.6654);
INSERT INTO fatSales VALUES('DRP47', 'OUT046', 'Low Fat', 6308.455);
INSERT INTO fatSales VALUES('NCY41', 'OUT027', 'Low Fat', 970.7364);
INSERT INTO fatSales VALUES('FDR59', 'OUT049', 'Regular', 2616.594);
INSERT INTO fatSales VALUES('FDM36', 'OUT019', 'Regular', 344.8844);
INSERT INTO fatSales VALUES('NCI42', 'OUT027', 'Low Fat', 3751.1172);
INSERT INTO fatSales VALUES('FDA31', 'OUT017', 'Low Fat', 1211.756);
INSERT INTO fatSales VALUES('FDY33', 'OUT035', 'Regular', 2864.2716);
INSERT INTO fatSales VALUES('FDV40', 'OUT045', 'Low Fat', 886.8456);
INSERT INTO fatSales VALUES('NCW17', 'OUT018', 'Low Fat', 2441.4886);
INSERT INTO fatSales VALUES('FDN38', 'OUT013', 'Regular', 3504.7712);
INSERT INTO fatSales VALUES('FDQ11', 'OUT019', 'Regular', 256.9988);
INSERT INTO fatSales VALUES('FDG34', 'OUT045', 'Regular', 325.5762);
INSERT INTO fatSales VALUES('NCN14', 'OUT049', 'Low Fat', 4777.7808);
INSERT INTO fatSales VALUES('FDY46', 'OUT027', 'Low Fat', 5238.5144);
INSERT INTO fatSales VALUES('FDS11', 'OUT017', 'Regular', 4026.7584);
INSERT INTO fatSales VALUES('NCA53', 'OUT019', 'Low Fat', 145.8102);
INSERT INTO fatSales VALUES('NCN30', 'OUT010', 'Low Fat', 386.164);
INSERT INTO fatSales VALUES('FDW32', 'OUT046', 'Regular', 1116.5466);
INSERT INTO fatSales VALUES('NCR42', 'OUT010', 'Low Fat', 33.29);
INSERT INTO fatSales VALUES('FDU33', 'OUT035', 'Regular', 1470.0864);
INSERT INTO fatSales VALUES('FDN15', 'OUT019', 'Low Fat', 139.818);
INSERT INTO fatSales VALUES('FDD51', 'OUT019', 'Low Fat', 90.5488);
INSERT INTO fatSales VALUES('FDF14', 'OUT045', 'Low Fat', 2450.144);
INSERT INTO fatSales VALUES('NCN19', 'OUT019', 'Low Fat', 379.506);
INSERT INTO fatSales VALUES('NCO43', 'OUT013', 'Low Fat', 2125.2336);
INSERT INTO fatSales VALUES('FDT19', 'OUT049', 'Regular', 6231.888);
INSERT INTO fatSales VALUES('DRK12', 'OUT013', 'Low Fat', 466.06);
INSERT INTO fatSales VALUES('DRM49', 'OUT045', 'Regular', 1159.8236);
INSERT INTO fatSales VALUES('FDX43', 'OUT017', 'Low Fat', 1498.05);
INSERT INTO fatSales VALUES('FDS14', 'OUT035', 'Low Fat', 2356.932);
INSERT INTO fatSales VALUES('NCK07', 'OUT049', 'Low Fat', 3946.8624);
INSERT INTO fatSales VALUES('FDO19', 'OUT017', 'Regular', 923.4646);
INSERT INTO fatSales VALUES('FDH32', 'OUT013', 'Low Fat', 2799.689);
INSERT INTO fatSales VALUES('NCZ41', 'OUT018', 'Low Fat', 1877.556);
INSERT INTO fatSales VALUES('FDL32', 'OUT010', 'Regular', 223.7088);
INSERT INTO fatSales VALUES('FDC44', 'OUT017', 'Low Fat', 2390.8878);
INSERT INTO fatSales VALUES('FDQ59', 'OUT013', 'Regular', 755.0172);
INSERT INTO fatSales VALUES('NCO54', 'OUT013', 'Low Fat', 331.5684);
INSERT INTO fatSales VALUES('DRH36', 'OUT046', 'Low Fat', 1416.8224);
INSERT INTO fatSales VALUES('FDY35', 'OUT035', 'Regular', 597.2226);
INSERT INTO fatSales VALUES('FDA46', 'OUT017', 'Low Fat', 1944.136);
INSERT INTO fatSales VALUES('NCL18', 'OUT035', 'Low Fat', 2332.9632);
INSERT INTO fatSales VALUES('FDL57', 'OUT049', 'Regular', 5424.9384);
INSERT INTO fatSales VALUES('NCP50', 'OUT018', 'Low Fat', 966.7416);
INSERT INTO fatSales VALUES('FDZ25', 'OUT019', 'Regular', 339.558);
INSERT INTO fatSales VALUES('FDH24', 'OUT046', 'Low Fat', 2199.8032);
INSERT INTO fatSales VALUES('FDQ26', 'OUT017', 'Regular', 533.3058);
INSERT INTO fatSales VALUES('NCK17', 'OUT019', 'Low Fat', 79.896);
INSERT INTO fatSales VALUES('FDO46', 'OUT027', 'Regular', 2836.308);
INSERT INTO fatSales VALUES('FDW50', 'OUT035', 'Low Fat', 2005.3896);
INSERT INTO fatSales VALUES('FDD29', 'OUT049', 'Low Fat', 5073.396);
INSERT INTO fatSales VALUES('FDU26', 'OUT019', 'Regular', 357.5346);
INSERT INTO fatSales VALUES('FDX04', 'OUT027', 'Regular', 814.9392);
INSERT INTO fatSales VALUES('FDH31', 'OUT027', 'Regular', 2777.7176);
INSERT INTO fatSales VALUES('FDJ45', 'OUT019', 'Low Fat', 173.108);
INSERT INTO fatSales VALUES('FDX55', 'OUT035', 'Low Fat', 5007.4818);
INSERT INTO fatSales VALUES('FDR02', 'OUT046', 'Low Fat', 1556.6404);
INSERT INTO fatSales VALUES('NCP55', 'OUT045', 'Low Fat', 1049.9666);
INSERT INTO fatSales VALUES('FDT28', 'OUT017', 'Low Fat', 1655.1788);
INSERT INTO fatSales VALUES('NCJ06', 'OUT017', 'Low Fat', 2502.7422);
INSERT INTO fatSales VALUES('FDF08', 'OUT018', 'Regular', 1406.1696);
INSERT INTO fatSales VALUES('FDT21', 'OUT017', 'Low Fat', 7719.2852);
INSERT INTO fatSales VALUES('FDK22', 'OUT027', 'Low Fat', 4976.855);
INSERT INTO fatSales VALUES('DRJ11', 'OUT013', 'Low Fat', 1701.7848);
INSERT INTO fatSales VALUES('FDH27', 'OUT010', 'Low Fat', 143.8128);
INSERT INTO fatSales VALUES('FDU52', 'OUT019', 'Low Fat', 312.926);
INSERT INTO fatSales VALUES('FDK50', 'OUT017', 'Low Fat', 3235.788);
INSERT INTO fatSales VALUES('DRJ01', 'OUT045', 'Low Fat', 2094.6068);
INSERT INTO fatSales VALUES('FDC21', 'OUT018', 'Regular', 651.1524);
INSERT INTO fatSales VALUES('FDX39', 'OUT046', 'Regular', 3799.0548);
INSERT INTO fatSales VALUES('NCY54', 'OUT027', 'Low Fat', 5000.8238);
INSERT INTO fatSales VALUES('FDD58', 'OUT019', 'Low Fat', 399.48);
INSERT INTO fatSales VALUES('FDW12', 'OUT045', 'Regular', 870.8664);
INSERT INTO fatSales VALUES('DRE01', 'OUT010', 'Low Fat', 484.7024);
INSERT INTO fatSales VALUES('FDT16', 'OUT049', 'Regular', 3904.917);
INSERT INTO fatSales VALUES('FDC16', 'OUT017', 'Regular', 1731.08);
INSERT INTO fatSales VALUES('FDK52', 'OUT049', 'Low Fat', 1805.6496);
INSERT INTO fatSales VALUES('FDS23', 'OUT046', 'Low Fat', 1927.491);
INSERT INTO fatSales VALUES('FDI41', 'OUT035', 'Regular', 5591.3884);
INSERT INTO fatSales VALUES('FDG33', 'OUT018', 'Regular', 2061.3168);
INSERT INTO fatSales VALUES('NCM31', 'OUT018', 'Low Fat', 1843.6002);
INSERT INTO fatSales VALUES('NCY53', 'OUT027', 'Low Fat', 4250.4672);
INSERT INTO fatSales VALUES('FDY55', 'OUT049', 'Low Fat', 6424.97);
INSERT INTO fatSales VALUES('FDQ21', 'OUT045', 'Low Fat', 1575.2828);
INSERT INTO fatSales VALUES('NCD18', 'OUT027', 'Low Fat', 8062.838);
INSERT INTO fatSales VALUES('FDV09', 'OUT017', 'Low Fat', 1336.2606);
INSERT INTO fatSales VALUES('FDI19', 'OUT010', 'Low Fat', 484.7024);
INSERT INTO fatSales VALUES('FDY47', 'OUT049', 'Regular', 2466.789);
INSERT INTO fatSales VALUES('DRH37', 'OUT049', 'Low Fat', 1315.6208);
INSERT INTO fatSales VALUES('NCL19', 'OUT046', 'Low Fat', 286.294);
INSERT INTO fatSales VALUES('DRI11', 'OUT035', 'Low Fat', 2073.3012);
INSERT INTO fatSales VALUES('NCC19', 'OUT046', 'Low Fat', 5020.132);
INSERT INTO fatSales VALUES('FDS01', 'OUT018', 'Low Fat', 1422.1488);
INSERT INTO fatSales VALUES('FDX31', 'OUT017', 'Regular', 6076.0908);
INSERT INTO fatSales VALUES('NCL55', 'OUT046', 'Low Fat', 4048.064);
INSERT INTO fatSales VALUES('FDW16', 'OUT013', 'Regular', 2848.2924);
INSERT INTO fatSales VALUES('FDT49', 'OUT046', 'Low Fat', 2024.032);
INSERT INTO fatSales VALUES('FDW13', 'OUT013', 'Low Fat', 882.8508);
INSERT INTO fatSales VALUES('NCG30', 'OUT019', 'Low Fat', 249.0092);
INSERT INTO fatSales VALUES('FDC14', 'OUT049', 'Regular', 377.5086);
INSERT INTO fatSales VALUES('FDS15', 'OUT010', 'Regular', 215.7192);
INSERT INTO fatSales VALUES('FDS32', 'OUT049', 'Regular', 1404.838);
INSERT INTO fatSales VALUES('FDE09', 'OUT049', 'Low Fat', 1436.7964);
INSERT INTO fatSales VALUES('FDM12', 'OUT017', 'Regular', 2826.321);
INSERT INTO fatSales VALUES('FDT57', 'OUT049', 'Low Fat', 3555.372);
INSERT INTO fatSales VALUES('FDM32', 'OUT046', 'Low Fat', 539.298);
INSERT INTO fatSales VALUES('NCS38', 'OUT027', 'Low Fat', 1030.6584);
INSERT INTO fatSales VALUES('NCW30', 'OUT017', 'Low Fat', 4402.9354);
INSERT INTO fatSales VALUES('FDD21', 'OUT017', 'Regular', 1717.764);
INSERT INTO fatSales VALUES('FDH35', 'OUT049', 'Low Fat', 1644.526);
INSERT INTO fatSales VALUES('NCX17', 'OUT045', 'Low Fat', 1398.18);
INSERT INTO fatSales VALUES('NCI29', 'OUT035', 'Low Fat', 992.7078);
INSERT INTO fatSales VALUES('FDL24', 'OUT049', 'Regular', 3966.1706);
INSERT INTO fatSales VALUES('FDI46', 'OUT046', 'Low Fat', 3523.4136);
INSERT INTO fatSales VALUES('DRQ35', 'OUT035', 'Low Fat', 3715.164);
INSERT INTO fatSales VALUES('FDM04', 'OUT017', 'Regular', 871.5322);
INSERT INTO fatSales VALUES('NCJ17', 'OUT045', 'Low Fat', 1619.2256);
INSERT INTO fatSales VALUES('NCJ18', 'OUT027', 'Low Fat', 3199.8348);
INSERT INTO fatSales VALUES('DRF13', 'OUT045', 'Low Fat', 3628.61);
INSERT INTO fatSales VALUES('FDB39', 'OUT035', 'Low Fat', 503.3448);
INSERT INTO fatSales VALUES('FDT52', 'OUT018', 'Regular', 3675.216);
INSERT INTO fatSales VALUES('FDT60', 'OUT046', 'Low Fat', 3219.8088);
INSERT INTO fatSales VALUES('FDM34', 'OUT046', 'Low Fat', 1967.439);
INSERT INTO fatSales VALUES('FDY27', 'OUT013', 'Low Fat', 4103.9912);
INSERT INTO fatSales VALUES('FDP08', 'OUT045', 'Regular', 3874.956);
INSERT INTO fatSales VALUES('FDP59', 'OUT027', 'Regular', 1973.4312);
INSERT INTO fatSales VALUES('FDQ11', 'OUT018', 'Regular', 3083.9856);
INSERT INTO fatSales VALUES('FDV01', 'OUT010', 'Regular', 155.1314);
INSERT INTO fatSales VALUES('FDX31', 'OUT013', 'Regular', 5842.395);
INSERT INTO fatSales VALUES('NCX54', 'OUT010', 'Low Fat', 105.8622);
INSERT INTO fatSales VALUES('DRC12', 'OUT035', 'Low Fat', 2475.4444);
INSERT INTO fatSales VALUES('FDU11', 'OUT027', 'Low Fat', 3735.8038);
INSERT INTO fatSales VALUES('NCB30', 'OUT046', 'Low Fat', 2380.9008);
INSERT INTO fatSales VALUES('FDS27', 'OUT045', 'Regular', 2749.754);
INSERT INTO fatSales VALUES('FDX16', 'OUT018', 'Low Fat', 898.83);
INSERT INTO fatSales VALUES('NCL53', 'OUT013', 'Low Fat', 1948.1308);
INSERT INTO fatSales VALUES('NCZ30', 'OUT045', 'Low Fat', 2410.196);
INSERT INTO fatSales VALUES('FDB15', 'OUT017', 'Low Fat', 3954.852);
INSERT INTO fatSales VALUES('FDY51', 'OUT027', 'Low Fat', 6170.6344);
INSERT INTO fatSales VALUES('NCT18', 'OUT017', 'Low Fat', 5070.7328);
INSERT INTO fatSales VALUES('FDL32', 'OUT019', 'Regular', 335.5632);
INSERT INTO fatSales VALUES('FDK46', 'OUT018', 'Low Fat', 2856.282);
INSERT INTO fatSales VALUES('FDI22', 'OUT019', 'Low Fat', 418.1224);
INSERT INTO fatSales VALUES('FDF21', 'OUT045', 'Regular', 5313.084);
INSERT INTO fatSales VALUES('FDR34', 'OUT017', 'Regular', 8245.2672);
INSERT INTO fatSales VALUES('FDJ50', 'OUT049', 'Low Fat', 736.3748);
INSERT INTO fatSales VALUES('FDC34', 'OUT049', 'Regular', 3583.3356);
INSERT INTO fatSales VALUES('FDW51', 'OUT018', 'Regular', 2556.672);
INSERT INTO fatSales VALUES('FDR28', 'OUT035', 'Regular', 2936.178);
INSERT INTO fatSales VALUES('FDV60', 'OUT019', 'Regular', 392.822);
INSERT INTO fatSales VALUES('FDI45', 'OUT017', 'Low Fat', 2801.6864);
INSERT INTO fatSales VALUES('NCB30', 'OUT019', 'Low Fat', 198.4084);
INSERT INTO fatSales VALUES('DRO59', 'OUT017', 'Low Fat', 2277.036);
INSERT INTO fatSales VALUES('FDU12', 'OUT035', 'Regular', 4482.1656);
INSERT INTO fatSales VALUES('NCX18', 'OUT010', 'Low Fat', 392.822);
INSERT INTO fatSales VALUES('NCH30', 'OUT027', 'Low Fat', 1924.162);
INSERT INTO fatSales VALUES('FDE11', 'OUT019', 'Regular', 185.0924);
INSERT INTO fatSales VALUES('FDE32', 'OUT017', 'Low Fat', 872.8638);
INSERT INTO fatSales VALUES('FDP25', 'OUT010', 'Low Fat', 436.7648);
INSERT INTO fatSales VALUES('NCM29', 'OUT035', 'Low Fat', 2885.5772);
INSERT INTO fatSales VALUES('FDQ21', 'OUT049', 'Low Fat', 1454.1072);
